case,pid_definition,unique_source1,unique_source2,redundancy,synergy,I_source1_target,I_source2_target,joint_mutual_information,interaction_information
InputCov,Delta,0.2787199112208091,1.5959455978986625e-16,0.04731843706903749,0.05692453851811158,0.32603834828984657,0.04731843706903765,0.3829628868079583,0.00960610144907409
