case,pid_definition,unique_source1,unique_source2,redundancy,synergy,I_source1_target,I_source2_target,joint_mutual_information,interaction_information
SimpleGaussian,Flow,0.24544940820929528,2.7192504759021574e-07,0.8185314237323189,0.29813200564991127,1.0639808319416142,0.8185316956573665,1.362113109516573,-0.5203994180824076
