case,pid_definition,unique_source1,unique_source2,redundancy,synergy,I_source1_target,I_source2_target,joint_mutual_information,interaction_information
SimpleGaussian,Tilde,0.40127696789689155,0.0,0.39120428246368655,0.15517000756238886,0.792481250360578,0.3912042824636865,0.9476512579229669,-0.2360342749012977
