case,pid_definition,unique_source1,unique_source2,redundancy,synergy,I_source1_target,I_source2_target,joint_mutual_information,union_information,optimization_objective,interaction_information
InputCov,Thin,0.2787199112216277,8.186784583585904e-13,0.04731843706821898,0.056924477020839526,0.3260383482898467,0.047318437069037635,0.3829628253115049,0.32603834829066536,0.32603834829066536,0.009606039952620549
