node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
i,"{'N': 90, 'p': [20, 25, 35], 'mean': tensor(0.1342), 'std': tensor(0.2917), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(4.5975), 'after_corr_bias': tensor(-0.0968), 'var': tensor(0.0848), 'mse': tensor(0.0941), 'mi_tri': tensor(0.7082), 'mi_bi_1': tensor(0.2333, dtype=torch.float64), 'mi_bi_2': tensor(0.5090), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 100, 'p': [20, 25, 35], 'mean': tensor(0.1544), 'std': tensor(0.2467), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(3.9918), 'after_corr_bias': tensor(-0.0766), 'var': tensor(0.0604), 'mse': tensor(0.0662), 'mi_tri': tensor(0.7076), 'mi_bi_1': tensor(0.2505, dtype=torch.float64), 'mi_bi_2': tensor(0.4723), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 125, 'p': [20, 25, 35], 'mean': tensor(0.1439), 'std': tensor(0.1892), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(2.9977), 'after_corr_bias': tensor(-0.0871), 'var': tensor(0.0359), 'mse': tensor(0.0434), 'mi_tri': tensor(0.7281), 'mi_bi_1': tensor(0.2295, dtype=torch.float64), 'mi_bi_2': tensor(0.4923), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 150, 'p': [20, 25, 35], 'mean': tensor(0.1494), 'std': tensor(0.1537), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(2.4201), 'after_corr_bias': tensor(-0.0816), 'var': tensor(0.0237), 'mse': tensor(0.0303), 'mi_tri': tensor(0.7196), 'mi_bi_1': tensor(0.2242, dtype=torch.float64), 'mi_bi_2': tensor(0.4931), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 200, 'p': [20, 25, 35], 'mean': tensor(0.1721), 'std': tensor(0.1090), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(1.7670), 'after_corr_bias': tensor(-0.0589), 'var': tensor(0.0119), 'mse': tensor(0.0154), 'mi_tri': tensor(0.7319), 'mi_bi_1': tensor(0.2345, dtype=torch.float64), 'mi_bi_2': tensor(0.4923), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 225, 'p': [20, 25, 35], 'mean': tensor(0.1797), 'std': tensor(0.0981), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(1.5598), 'after_corr_bias': tensor(-0.0512), 'var': tensor(0.0096), 'mse': tensor(0.0122), 'mi_tri': tensor(0.7293), 'mi_bi_1': tensor(0.2384, dtype=torch.float64), 'mi_bi_2': tensor(0.4904), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 250, 'p': [20, 25, 35], 'mean': tensor(0.1818), 'std': tensor(0.0858), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(1.3928), 'after_corr_bias': tensor(-0.0491), 'var': tensor(0.0073), 'mse': tensor(0.0098), 'mi_tri': tensor(0.7355), 'mi_bi_1': tensor(0.2362, dtype=torch.float64), 'mi_bi_2': tensor(0.4964), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 300, 'p': [20, 25, 35], 'mean': tensor(0.1904), 'std': tensor(0.0747), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(1.1525), 'after_corr_bias': tensor(-0.0406), 'var': tensor(0.0056), 'mse': tensor(0.0072), 'mi_tri': tensor(0.7362), 'mi_bi_1': tensor(0.2384, dtype=torch.float64), 'mi_bi_2': tensor(0.4936), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 325, 'p': [20, 25, 35], 'mean': tensor(0.1923), 'std': tensor(0.0673), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(1.0599), 'after_corr_bias': tensor(-0.0387), 'var': tensor(0.0045), 'mse': tensor(0.0060), 'mi_tri': tensor(0.7329), 'mi_bi_1': tensor(0.2372, dtype=torch.float64), 'mi_bi_2': tensor(0.4917), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 350, 'p': [20, 25, 35], 'mean': tensor(0.1951), 'std': tensor(0.0634), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.9821), 'after_corr_bias': tensor(-0.0359), 'var': tensor(0.0040), 'mse': tensor(0.0053), 'mi_tri': tensor(0.7320), 'mi_bi_1': tensor(0.2371, dtype=torch.float64), 'mi_bi_2': tensor(0.4914), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 400, 'p': [20, 25, 35], 'mean': tensor(0.1995), 'std': tensor(0.0556), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.8565), 'after_corr_bias': tensor(-0.0314), 'var': tensor(0.0031), 'mse': tensor(0.0041), 'mi_tri': tensor(0.7344), 'mi_bi_1': tensor(0.2380, dtype=torch.float64), 'mi_bi_2': tensor(0.4936), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 450, 'p': [20, 25, 35], 'mean': tensor(0.2031), 'std': tensor(0.0509), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.7597), 'after_corr_bias': tensor(-0.0278), 'var': tensor(0.0026), 'mse': tensor(0.0034), 'mi_tri': tensor(0.7291), 'mi_bi_1': tensor(0.2384, dtype=torch.float64), 'mi_bi_2': tensor(0.4875), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 500, 'p': [20, 25, 35], 'mean': tensor(0.2039), 'std': tensor(0.0470), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.6805), 'after_corr_bias': tensor(-0.0271), 'var': tensor(0.0022), 'mse': tensor(0.0029), 'mi_tri': tensor(0.7351), 'mi_bi_1': tensor(0.2369, dtype=torch.float64), 'mi_bi_2': tensor(0.4949), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 600, 'p': [20, 25, 35], 'mean': tensor(0.2055), 'std': tensor(0.0415), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.5628), 'after_corr_bias': tensor(-0.0254), 'var': tensor(0.0017), 'mse': tensor(0.0024), 'mi_tri': tensor(0.7291), 'mi_bi_1': tensor(0.2340, dtype=torch.float64), 'mi_bi_2': tensor(0.4920), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 700, 'p': [20, 25, 35], 'mean': tensor(0.2111), 'std': tensor(0.0360), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.4836), 'after_corr_bias': tensor(-0.0199), 'var': tensor(0.0013), 'mse': tensor(0.0017), 'mi_tri': tensor(0.7306), 'mi_bi_1': tensor(0.2368, dtype=torch.float64), 'mi_bi_2': tensor(0.4917), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 800, 'p': [20, 25, 35], 'mean': tensor(0.2117), 'std': tensor(0.0324), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.4208), 'after_corr_bias': tensor(-0.0193), 'var': tensor(0.0010), 'mse': tensor(0.0014), 'mi_tri': tensor(0.7306), 'mi_bi_1': tensor(0.2350, dtype=torch.float64), 'mi_bi_2': tensor(0.4933), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 900, 'p': [20, 25, 35], 'mean': tensor(0.2170), 'std': tensor(0.0291), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.3768), 'after_corr_bias': tensor(-0.0140), 'var': tensor(0.0008), 'mse': tensor(0.0010), 'mi_tri': tensor(0.7353), 'mi_bi_1': tensor(0.2386, dtype=torch.float64), 'mi_bi_2': tensor(0.4943), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 1000, 'p': [20, 25, 35], 'mean': tensor(0.2177), 'std': tensor(0.0280), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.3382), 'after_corr_bias': tensor(-0.0133), 'var': tensor(0.0008), 'mse': tensor(0.0010), 'mi_tri': tensor(0.7346), 'mi_bi_1': tensor(0.2379, dtype=torch.float64), 'mi_bi_2': tensor(0.4944), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 1500, 'p': [20, 25, 35], 'mean': tensor(0.2217), 'std': tensor(0.0208), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.2247), 'after_corr_bias': tensor(-0.0092), 'var': tensor(0.0004), 'mse': tensor(0.0005), 'mi_tri': tensor(0.7328), 'mi_bi_1': tensor(0.2374, dtype=torch.float64), 'mi_bi_2': tensor(0.4930), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 2000, 'p': [20, 25, 35], 'mean': tensor(0.2236), 'std': tensor(0.0173), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.1680), 'after_corr_bias': tensor(-0.0073), 'var': tensor(0.0003), 'mse': tensor(0.0004), 'mi_tri': tensor(0.7330), 'mi_bi_1': tensor(0.2369, dtype=torch.float64), 'mi_bi_2': tensor(0.4935), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 3000, 'p': [20, 25, 35], 'mean': tensor(0.2264), 'std': tensor(0.0132), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.1123), 'after_corr_bias': tensor(-0.0045), 'var': tensor(0.0002), 'mse': tensor(0.0002), 'mi_tri': tensor(0.7338), 'mi_bi_1': tensor(0.2374, dtype=torch.float64), 'mi_bi_2': tensor(0.4939), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 7000, 'p': [20, 25, 35], 'mean': tensor(0.2294), 'std': tensor(0.0083), 'ground_truth': 0.2309733762398377, 'emp_bias': tensor(0.0484), 'after_corr_bias': tensor(-0.0016), 'var': tensor(6.8373e-05), 'mse': tensor(7.0868e-05), 'mi_tri': tensor(0.7340), 'mi_bi_1': tensor(0.2376, dtype=torch.float64), 'mi_bi_2': tensor(0.4941), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}"
j,"{'N': 90, 'p': [20, 25, 35], 'mean': tensor(0.4749, dtype=torch.float64), 'std': tensor(0.7044, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(12.9587, dtype=torch.float64), 'after_corr_bias': tensor(-0.0215, dtype=torch.float64), 'var': tensor(0.4962, dtype=torch.float64), 'mse': tensor(0.4961, dtype=torch.float64), 'mi_tri': tensor(0.7082), 'mi_bi_1': tensor(0.2333, dtype=torch.float64), 'mi_bi_2': tensor(0.5090), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 100, 'p': [20, 25, 35], 'mean': tensor(0.4571, dtype=torch.float64), 'std': tensor(0.4934, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(9.6851, dtype=torch.float64), 'after_corr_bias': tensor(-0.0392, dtype=torch.float64), 'var': tensor(0.2435, dtype=torch.float64), 'mse': tensor(0.2448, dtype=torch.float64), 'mi_tri': tensor(0.7076), 'mi_bi_1': tensor(0.2505, dtype=torch.float64), 'mi_bi_2': tensor(0.4723), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 125, 'p': [20, 25, 35], 'mean': tensor(0.4986, dtype=torch.float64), 'std': tensor(0.3151, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(6.1364, dtype=torch.float64), 'after_corr_bias': tensor(0.0023, dtype=torch.float64), 'var': tensor(0.0993, dtype=torch.float64), 'mse': tensor(0.0992, dtype=torch.float64), 'mi_tri': tensor(0.7281), 'mi_bi_1': tensor(0.2295, dtype=torch.float64), 'mi_bi_2': tensor(0.4923), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 150, 'p': [20, 25, 35], 'mean': tensor(0.4954, dtype=torch.float64), 'std': tensor(0.2385, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(4.5138, dtype=torch.float64), 'after_corr_bias': tensor(-0.0009, dtype=torch.float64), 'var': tensor(0.0569, dtype=torch.float64), 'mse': tensor(0.0568, dtype=torch.float64), 'mi_tri': tensor(0.7196), 'mi_bi_1': tensor(0.2242, dtype=torch.float64), 'mi_bi_2': tensor(0.4931), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 200, 'p': [20, 25, 35], 'mean': tensor(0.4973, dtype=torch.float64), 'std': tensor(0.1532, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(2.9680, dtype=torch.float64), 'after_corr_bias': tensor(0.0010, dtype=torch.float64), 'var': tensor(0.0235, dtype=torch.float64), 'mse': tensor(0.0234, dtype=torch.float64), 'mi_tri': tensor(0.7319), 'mi_bi_1': tensor(0.2345, dtype=torch.float64), 'mi_bi_2': tensor(0.4923), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 225, 'p': [20, 25, 35], 'mean': tensor(0.4908, dtype=torch.float64), 'std': tensor(0.1369, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(2.5292, dtype=torch.float64), 'after_corr_bias': tensor(-0.0055, dtype=torch.float64), 'var': tensor(0.0187, dtype=torch.float64), 'mse': tensor(0.0188, dtype=torch.float64), 'mi_tri': tensor(0.7293), 'mi_bi_1': tensor(0.2384, dtype=torch.float64), 'mi_bi_2': tensor(0.4904), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 250, 'p': [20, 25, 35], 'mean': tensor(0.4993, dtype=torch.float64), 'std': tensor(0.1266, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(2.2157, dtype=torch.float64), 'after_corr_bias': tensor(0.0030, dtype=torch.float64), 'var': tensor(0.0160, dtype=torch.float64), 'mse': tensor(0.0160, dtype=torch.float64), 'mi_tri': tensor(0.7355), 'mi_bi_1': tensor(0.2362, dtype=torch.float64), 'mi_bi_2': tensor(0.4964), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 300, 'p': [20, 25, 35], 'mean': tensor(0.4978, dtype=torch.float64), 'std': tensor(0.1027, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(1.7665, dtype=torch.float64), 'after_corr_bias': tensor(0.0015, dtype=torch.float64), 'var': tensor(0.0105, dtype=torch.float64), 'mse': tensor(0.0105, dtype=torch.float64), 'mi_tri': tensor(0.7362), 'mi_bi_1': tensor(0.2384, dtype=torch.float64), 'mi_bi_2': tensor(0.4936), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 325, 'p': [20, 25, 35], 'mean': tensor(0.4957, dtype=torch.float64), 'std': tensor(0.0954, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(1.6023, dtype=torch.float64), 'after_corr_bias': tensor(-0.0007, dtype=torch.float64), 'var': tensor(0.0091, dtype=torch.float64), 'mse': tensor(0.0091, dtype=torch.float64), 'mi_tri': tensor(0.7329), 'mi_bi_1': tensor(0.2372, dtype=torch.float64), 'mi_bi_2': tensor(0.4917), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 350, 'p': [20, 25, 35], 'mean': tensor(0.4949, dtype=torch.float64), 'std': tensor(0.0846, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(1.4667, dtype=torch.float64), 'after_corr_bias': tensor(-0.0015, dtype=torch.float64), 'var': tensor(0.0072, dtype=torch.float64), 'mse': tensor(0.0072, dtype=torch.float64), 'mi_tri': tensor(0.7320), 'mi_bi_1': tensor(0.2371, dtype=torch.float64), 'mi_bi_2': tensor(0.4914), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 400, 'p': [20, 25, 35], 'mean': tensor(0.4964, dtype=torch.float64), 'std': tensor(0.0784, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(1.2570, dtype=torch.float64), 'after_corr_bias': tensor(5.6436e-05, dtype=torch.float64), 'var': tensor(0.0061, dtype=torch.float64), 'mse': tensor(0.0061, dtype=torch.float64), 'mi_tri': tensor(0.7344), 'mi_bi_1': tensor(0.2380, dtype=torch.float64), 'mi_bi_2': tensor(0.4936), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 450, 'p': [20, 25, 35], 'mean': tensor(0.4907, dtype=torch.float64), 'std': tensor(0.0719, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(1.0934, dtype=torch.float64), 'after_corr_bias': tensor(-0.0056, dtype=torch.float64), 'var': tensor(0.0052, dtype=torch.float64), 'mse': tensor(0.0052, dtype=torch.float64), 'mi_tri': tensor(0.7291), 'mi_bi_1': tensor(0.2384, dtype=torch.float64), 'mi_bi_2': tensor(0.4875), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 500, 'p': [20, 25, 35], 'mean': tensor(0.4982, dtype=torch.float64), 'std': tensor(0.0629, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(0.9781, dtype=torch.float64), 'after_corr_bias': tensor(0.0019, dtype=torch.float64), 'var': tensor(0.0040, dtype=torch.float64), 'mse': tensor(0.0040, dtype=torch.float64), 'mi_tri': tensor(0.7351), 'mi_bi_1': tensor(0.2369, dtype=torch.float64), 'mi_bi_2': tensor(0.4949), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 600, 'p': [20, 25, 35], 'mean': tensor(0.4951, dtype=torch.float64), 'std': tensor(0.0563, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(0.7968, dtype=torch.float64), 'after_corr_bias': tensor(-0.0013, dtype=torch.float64), 'var': tensor(0.0032, dtype=torch.float64), 'mse': tensor(0.0032, dtype=torch.float64), 'mi_tri': tensor(0.7291), 'mi_bi_1': tensor(0.2340, dtype=torch.float64), 'mi_bi_2': tensor(0.4920), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 700, 'p': [20, 25, 35], 'mean': tensor(0.4938, dtype=torch.float64), 'std': tensor(0.0496, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(0.6723, dtype=torch.float64), 'after_corr_bias': tensor(-0.0026, dtype=torch.float64), 'var': tensor(0.0025, dtype=torch.float64), 'mse': tensor(0.0025, dtype=torch.float64), 'mi_tri': tensor(0.7306), 'mi_bi_1': tensor(0.2368, dtype=torch.float64), 'mi_bi_2': tensor(0.4917), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 800, 'p': [20, 25, 35], 'mean': tensor(0.4956, dtype=torch.float64), 'std': tensor(0.0450, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(0.5839, dtype=torch.float64), 'after_corr_bias': tensor(-0.0007, dtype=torch.float64), 'var': tensor(0.0020, dtype=torch.float64), 'mse': tensor(0.0020, dtype=torch.float64), 'mi_tri': tensor(0.7306), 'mi_bi_1': tensor(0.2350, dtype=torch.float64), 'mi_bi_2': tensor(0.4933), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 900, 'p': [20, 25, 35], 'mean': tensor(0.4967, dtype=torch.float64), 'std': tensor(0.0409, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(0.5161, dtype=torch.float64), 'after_corr_bias': tensor(0.0004, dtype=torch.float64), 'var': tensor(0.0017, dtype=torch.float64), 'mse': tensor(0.0017, dtype=torch.float64), 'mi_tri': tensor(0.7353), 'mi_bi_1': tensor(0.2386, dtype=torch.float64), 'mi_bi_2': tensor(0.4943), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 1000, 'p': [20, 25, 35], 'mean': tensor(0.4967, dtype=torch.float64), 'std': tensor(0.0376, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(0.4617, dtype=torch.float64), 'after_corr_bias': tensor(0.0003, dtype=torch.float64), 'var': tensor(0.0014, dtype=torch.float64), 'mse': tensor(0.0014, dtype=torch.float64), 'mi_tri': tensor(0.7346), 'mi_bi_1': tensor(0.2379, dtype=torch.float64), 'mi_bi_2': tensor(0.4944), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 1500, 'p': [20, 25, 35], 'mean': tensor(0.4954, dtype=torch.float64), 'std': tensor(0.0291, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(0.3011, dtype=torch.float64), 'after_corr_bias': tensor(-0.0009, dtype=torch.float64), 'var': tensor(0.0008, dtype=torch.float64), 'mse': tensor(0.0008, dtype=torch.float64), 'mi_tri': tensor(0.7328), 'mi_bi_1': tensor(0.2374, dtype=torch.float64), 'mi_bi_2': tensor(0.4930), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 2000, 'p': [20, 25, 35], 'mean': tensor(0.4961, dtype=torch.float64), 'std': tensor(0.0243, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(0.2243, dtype=torch.float64), 'after_corr_bias': tensor(-0.0002, dtype=torch.float64), 'var': tensor(0.0006, dtype=torch.float64), 'mse': tensor(0.0006, dtype=torch.float64), 'mi_tri': tensor(0.7330), 'mi_bi_1': tensor(0.2369, dtype=torch.float64), 'mi_bi_2': tensor(0.4935), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 3000, 'p': [20, 25, 35], 'mean': tensor(0.4964, dtype=torch.float64), 'std': tensor(0.0196, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(0.1485, dtype=torch.float64), 'after_corr_bias': tensor(0.0001, dtype=torch.float64), 'var': tensor(0.0004, dtype=torch.float64), 'mse': tensor(0.0004, dtype=torch.float64), 'mi_tri': tensor(0.7338), 'mi_bi_1': tensor(0.2374, dtype=torch.float64), 'mi_bi_2': tensor(0.4939), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}","{'N': 7000, 'p': [20, 25, 35], 'mean': tensor(0.4965, dtype=torch.float64), 'std': tensor(0.0127, dtype=torch.float64), 'ground_truth': tensor(0.4963, dtype=torch.float64), 'emp_bias': tensor(0.0631, dtype=torch.float64), 'after_corr_bias': tensor(0.0001, dtype=torch.float64), 'var': tensor(0.0002, dtype=torch.float64), 'mse': tensor(0.0002, dtype=torch.float64), 'mi_tri': tensor(0.7340), 'mi_bi_1': tensor(0.2376, dtype=torch.float64), 'mi_bi_2': tensor(0.4941), 'mi_tri_ground_truth': 0.733358141349537, 'mi_bi_1_ground_truth': tensor(0.2370, dtype=torch.float64), 'mi_bi_2_ground_truth': 0.49381722647288284}"
