experiment_name,random_seed,repeats_per_dimension,channel_gain_scale,optimizer_regularization,time_limit_seconds,repeat_index,target_dimension,source1_dimension,source2_dimension,method,initialization,eigen_imx_bits,eigen_imy_bits,eigen_imxy_bits,eigen_union_bits,eigen_uix_bits,eigen_uiy_bits,eigen_redundancy_bits,eigen_synergy_bits,optimizer_union_bits,optimizer_uix_bits,optimizer_uiy_bits,optimizer_redundancy_bits,optimizer_synergy_bits,optimizer_minus_eigen_union_bits,optimizer_minus_eigen_uix_bits,optimizer_minus_eigen_uiy_bits,optimizer_minus_eigen_redundancy_bits,optimizer_minus_eigen_synergy_bits,constructed_gamma_star_union_bits,gamma_star_union_gap_bits,gamma_star_maximum_singular_value,gamma_star_block_minimum_eigenvalue,gamma_star_posterior_rank,gamma_star_posterior_factor_residual,gamma_star_channel_x_residual,gamma_star_channel_y_residual,gamma_star_degradation_x_spectral_excess,gamma_star_degradation_y_spectral_excess,gamma_star_minimum_information_eigenvalue,initial_objective_bits,best_objective_bits,objective_improvement_bits,initial_unregularized_objective_bits,best_unregularized_objective_bits,unregularized_objective_improvement_bits,first_published_step_change_bits,iterations,objective_evaluations,stopped_by,wall_time_seconds,best_maximum_singular_value,history_minimum_bits,history_maximum_bits,optimizer_updates,converged,right_censored,paired_runs_converged,native_minus_gamma_star_optimizer_updates
exp3,56,5,0.75,1e-07,,2,2,2,2,Thin-PID,Original covariance (native start),0.9782321941985991,0.5733978429613659,1.2931796693966517,1.1384933998988291,0.5650955569374635,0.16026120570023009,0.4131366372611357,0.1546862694978226,1.1384933999089137,0.5650955569475479,0.16026120571031466,0.4131366372510512,0.154686269487738,1.0084599821880147e-11,1.0084377777275222e-11,1.0084572066304531e-11,-1.0084488799577684e-11,-1.0084599821880147e-11,1.13849339989883,8.881784197001252e-16,0.588850046739975,0.41114995326002485,2,2.254200175437518e-16,4.285528220084457e-16,4.736005471404217e-16,2.220446049250313e-16,0.0,0.3530125178740501,24.813140554357517,1.1384933999089137,23.674647154448603,24.813140554357517,1.1384933999089137,23.674647154448603,-20.277908078452178,121,120,published_objective_change,0.02509936410933733,0.7381924788828967,1.1384933999089137,24.813140554357517,120,True,False,True,77
exp3,56,5,0.75,1e-07,,2,2,2,2,Thin-PID,Eigen-PID Gamma* start,0.9782321941985991,0.5733978429613659,1.2931796693966517,1.1384933998988291,0.5650955569374635,0.16026120570023009,0.4131366372611357,0.1546862694978226,1.1384933998988298,0.5650955569374639,0.16026120570023072,0.41313663726113514,0.15468626949782194,6.661338147750939e-16,4.440892098500626e-16,6.38378239159465e-16,-5.551115123125783e-16,-6.661338147750939e-16,1.13849339989883,8.881784197001252e-16,0.588850046739975,0.41114995326002485,2,2.254200175437518e-16,4.285528220084457e-16,4.736005471404217e-16,2.220446049250313e-16,0.0,0.3530125178740501,1.1384933998988298,1.1384933998988298,0.0,1.1384933998988298,1.1384933998988298,0.0,2.619306184170611e-06,44,43,published_objective_change,0.008950355928391218,0.588850046739975,1.1384933998988298,1.138496019205014,43,True,False,True,77
exp3,56,5,0.75,1e-07,,3,2,2,2,GPID/Tilde-PID,Original covariance (native start),0.4298298020957432,0.30944254373021857,0.6209536936155885,0.42982980209574306,0.12038725836552436,0.0,0.30944254373021873,0.19112389151984543,0.42982980941169624,0.12038726568147767,7.31595306557864e-09,0.30944253641426556,0.19112388420389226,7.315953176600942e-09,7.31595331537882e-09,7.31595306557864e-09,-7.315953176600942e-09,-7.315953176600942e-09,0.42982980209574356,4.996003610813204e-16,0.9413900467447893,0.05860995325521029,2,1.3597399555105182e-16,5.140872850193228e-16,4.3021142204224816e-16,0.0,0.0,0.01575086256113753,14.821365769978355,0.42982977653268534,14.39153599344567,29.56285174477593,0.42982980941169624,29.133021935364233,-12.407469972156642,96,95,published_objective_change,0.025256925961002707,0.941490380243287,0.42982977653268534,14.821365769978355,95,True,False,True,63
exp3,56,5,0.75,1e-07,,3,2,2,2,GPID/Tilde-PID,Eigen-PID Gamma* start,0.4298298020957432,0.30944254373021857,0.6209536936155885,0.42982980209574306,0.12038725836552436,0.0,0.30944254373021873,0.19112389151984543,0.42982980209574306,0.1203872583655245,-1.1102230246251565e-16,0.30944254373021873,0.19112389151984543,0.0,1.3877787807814457e-16,-1.1102230246251565e-16,0.0,0.0,0.42982980209574356,4.996003610813204e-16,0.9413900467447893,0.05860995325521029,2,1.3597399555105182e-16,5.140872850193228e-16,4.3021142204224816e-16,0.0,0.0,0.01575086256113753,0.4298297692207794,0.4298297692207794,0.0,0.42982980209574306,0.42982980209574306,0.0,5.428588261247036e-06,33,32,published_objective_change,0.008471805835142732,0.9413900467447893,0.4298297692207794,0.42983519780904067,32,True,False,True,63
exp3,56,5,0.75,1e-07,,3,2,2,2,Thin-PID,Original covariance (native start),0.4298298020957432,0.30944254373021857,0.6209536936155885,0.42982980209574306,0.12038725836552436,0.0,0.30944254373021873,0.19112389151984543,0.4298298040178942,0.12038726028767566,1.92215104943827e-09,0.3094425418080676,0.19112388959769427,1.9221511604605723e-09,1.9221512992384504e-09,1.92215104943827e-09,-1.9221511604605723e-09,-1.9221511604605723e-09,0.42982980209574356,4.996003610813204e-16,0.9413900467447893,0.05860995325521029,2,1.3597399555105182e-16,5.140872850193228e-16,4.3021142204224816e-16,0.0,0.0,0.01575086256113753,43.0673636832231,0.4298298040178942,42.63753387920521,43.0673636832231,0.4298298040178942,42.63753387920521,-40.65343972827744,109,108,published_objective_change,0.022241143975406885,0.9413399007527399,0.4298298040178942,43.0673636832231,108,True,False,True,65
exp3,56,5,0.75,1e-07,,3,2,2,2,Thin-PID,Eigen-PID Gamma* start,0.4298298020957432,0.30944254373021857,0.6209536936155885,0.42982980209574306,0.12038725836552436,0.0,0.30944254373021873,0.19112389151984543,0.42982980209574506,0.1203872583655265,1.887379141862766e-15,0.30944254373021673,0.19112389151984344,1.9984014443252818e-15,2.1371793224034263e-15,1.887379141862766e-15,-1.9984014443252818e-15,-1.9984014443252818e-15,0.42982980209574356,4.996003610813204e-16,0.9413900467447893,0.05860995325521029,2,1.3597399555105182e-16,5.140872850193228e-16,4.3021142204224816e-16,0.0,0.0,0.01575086256113753,0.42982980209574506,0.42982980209574506,0.0,0.42982980209574506,0.42982980209574506,0.0,2.639973504303672e-06,44,43,published_objective_change,0.008864420931786299,0.9413900467447893,0.42982980209574506,0.42983244206924937,43,True,False,True,65
exp3,56,5,0.75,1e-07,,4,2,2,2,GPID/Tilde-PID,Original covariance (native start),0.46635319692588095,0.12263180394618602,0.5524847301911692,0.46635319692588095,0.343721392979695,0.0,0.12263180394618597,0.08613153326528822,0.46635320459533464,0.34372140064914863,7.669453683245564e-09,0.12263179627673232,0.08613152559583453,7.669453683245564e-09,7.669453627734413e-09,7.669453683245564e-09,-7.669453655489988e-09,-7.669453683245564e-09,0.4663531969258817,7.216449660063518e-16,0.6281080939771407,0.3718919060228594,2,6.798699777552591e-17,2.5438405243138006e-16,1.1610990315520314e-16,0.0,0.0,0.29245668057495167,20.233897634167047,0.46635316498568635,19.76754446918136,35.51463953583485,0.46635320459533464,35.04828633123952,-14.73229718415919,107,106,published_objective_change,0.028587779961526394,0.6279686916011175,0.46635316498568635,20.233897634167047,106,True,False,True,84
exp3,56,5,0.75,1e-07,,4,2,2,2,GPID/Tilde-PID,Eigen-PID Gamma* start,0.46635319692588095,0.12263180394618602,0.5524847301911692,0.46635319692588095,0.343721392979695,0.0,0.12263180394618597,0.08613153326528822,0.466353196925881,0.343721392979695,5.551115123125783e-17,0.12263180394618595,0.08613153326528816,5.551115123125783e-17,0.0,5.551115123125783e-17,-2.7755575615628914e-17,-5.551115123125783e-17,0.4663531969258817,7.216449660063518e-16,0.6281080939771407,0.3718919060228594,2,6.798699777552591e-17,2.5438405243138006e-16,1.1610990315520314e-16,0.0,0.0,0.29245668057495167,0.4663531573098867,0.4663531573098867,0.0,0.466353196925881,0.466353196925881,0.0,1.086900981828176e-06,23,22,published_objective_change,0.005808463087305427,0.6281080939771407,0.4663531573098867,0.4663542442108685,22,True,False,True,84
exp3,56,5,0.75,1e-07,,4,2,2,2,Thin-PID,Original covariance (native start),0.46635319692588095,0.12263180394618602,0.5524847301911692,0.46635319692588095,0.343721392979695,0.0,0.12263180394618597,0.08613153326528822,0.4663531973449886,0.3437213933988026,4.191076374837621e-10,0.12263180352707836,0.08613153284618058,4.191076374837621e-10,4.191075819726109e-10,4.191076374837621e-10,-4.191076097281865e-10,-4.191076374837621e-10,0.4663531969258817,7.216449660063518e-16,0.6281080939771407,0.3718919060228594,2,6.798699777552591e-17,2.5438405243138006e-16,1.1610990315520314e-16,0.0,0.0,0.29245668057495167,48.1879563491351,0.4663531973449886,47.72160315179011,48.1879563491351,0.4663531973449886,47.72160315179011,-42.68630627533976,124,123,published_objective_change,0.02551674796268344,0.6280749486680308,0.4663531975106124,48.1879563491351,123,True,False,True,91
exp3,56,5,0.75,1e-07,,4,2,2,2,Thin-PID,Eigen-PID Gamma* start,0.46635319692588095,0.12263180394618602,0.5524847301911692,0.46635319692588095,0.343721392979695,0.0,0.12263180394618597,0.08613153326528822,0.4663531969258813,0.3437213929796953,3.3306690738754696e-16,0.12263180394618567,0.08613153326528789,3.3306690738754696e-16,2.7755575615628914e-16,3.3306690738754696e-16,-3.0531133177191805e-16,-3.3306690738754696e-16,0.4663531969258817,7.216449660063518e-16,0.6281080939771407,0.3718919060228594,2,6.798699777552591e-17,2.5438405243138006e-16,1.1610990315520314e-16,0.0,0.0,0.29245668057495167,0.4663531969258813,0.4663531969258813,0.0,0.4663531969258813,0.4663531969258813,0.0,9.124584524067281e-07,33,32,published_objective_change,0.006603148067370057,0.6281080939771407,0.4663531969258813,0.4663541093843337,32,True,False,True,91
exp3,56,5,0.75,1e-07,,0,4,4,4,GPID/Tilde-PID,Original covariance (native start),1.6196818484625972,1.3380426291989962,2.5784424712258183,2.221663224352602,0.8836205951536065,0.6019813758900047,0.7360612533089912,0.35677924687321605,2.2216632482961662,0.88362061909717,0.601981399833569,0.7360612293654274,0.35677922292965203,2.394356402035669e-08,2.394356357626748e-08,2.3943564353423596e-08,-2.3943563798312084e-08,-2.394356402035669e-08,2.2216632243526058,3.552713678800501e-15,0.8354302763887399,0.16456972361126027,4,6.002550848863994e-16,6.669549279739781e-16,6.877022884285788e-16,0.0,0.0,0.4041222601456649,23.073702146962457,2.2216631758143044,20.852038971148154,38.928074243025264,2.2216632482961662,36.7064109947291,-15.460440990855382,108,107,published_objective_change,0.11505556898191571,0.8303899570318131,2.2216631758143044,23.073702146962457,107,True,False,True,72
exp3,56,5,0.75,1e-07,,0,4,4,4,GPID/Tilde-PID,Eigen-PID Gamma* start,1.6196818484625972,1.3380426291989962,2.5784424712258183,2.221663224352602,0.8836205951536065,0.6019813758900047,0.7360612533089912,0.35677924687321605,2.2216632243526027,0.8836205951536065,0.6019813758900054,0.736061253308991,0.3567792468732156,4.440892098500626e-16,0.0,7.771561172376096e-16,-2.220446049250313e-16,-4.440892098500626e-16,2.2216632243526058,3.552713678800501e-15,0.8354302763887399,0.16456972361126027,4,6.002550848863994e-16,6.669549279739781e-16,6.877022884285788e-16,0.0,0.0,0.4041222601456649,2.2216631518681127,2.2216631518681127,0.0,2.2216632243526027,2.2216632243526027,0.0,1.1672783627236782e-05,36,35,published_objective_change,0.026649874169379473,0.8354302763887399,2.2216631518681127,2.22167482465174,35,True,False,True,72
exp3,56,5,0.75,1e-07,,0,4,4,4,Thin-PID,Original covariance (native start),1.6196818484625972,1.3380426291989962,2.5784424712258183,2.221663224352602,0.8836205951536065,0.6019813758900047,0.7360612533089912,0.35677924687321605,2.221663227423828,0.883620598224832,0.6019813789612309,0.7360612502377655,0.3567792438019901,3.071225940232125e-09,3.0712254961429153e-09,3.0712262732990325e-09,-3.0712257181875202e-09,-3.071225940232125e-09,2.2216632243526058,3.552713678800501e-15,0.8354302763887399,0.16456972361126027,4,6.002550848863994e-16,6.669549279739781e-16,6.877022884285788e-16,0.0,0.0,0.4041222601456649,51.45889793712972,2.221663227423828,49.237234709705895,51.45889793712972,2.221663227423828,49.237234709705895,-43.84560670524061,121,120,published_objective_change,0.026515245903283358,0.8304114355686051,2.221663228464156,51.45889793712972,120,True,False,True,76
exp3,56,5,0.75,1e-07,,0,4,4,4,Thin-PID,Eigen-PID Gamma* start,1.6196818484625972,1.3380426291989962,2.5784424712258183,2.221663224352602,0.8836205951536065,0.6019813758900047,0.7360612533089912,0.35677924687321605,2.2216632243526013,0.8836205951536051,0.6019813758900041,0.7360612533089923,0.35677924687321694,-8.881784197001252e-16,-1.3322676295501878e-15,-5.551115123125783e-16,1.1102230246251565e-15,8.881784197001252e-16,2.2216632243526058,3.552713678800501e-15,0.8354302763887399,0.16456972361126027,4,6.002550848863994e-16,6.669549279739781e-16,6.877022884285788e-16,0.0,0.0,0.4041222601456649,2.2216632243526013,2.2216632243526013,0.0,2.2216632243526013,2.2216632243526013,0.0,1.4156053623537446e-05,45,44,published_objective_change,0.009588621091097593,0.8354302763887399,2.2216632243526013,2.221677380406225,44,True,False,True,76
exp3,56,5,0.75,1e-07,,1,4,4,4,GPID/Tilde-PID,Original covariance (native start),0.6518115373732555,0.7589219541135734,1.2344280531050644,0.9852931615667511,0.22637120745317713,0.3334816241934959,0.42544032992007796,0.24913489153831336,0.9852931753878603,0.22637122127428688,0.33348163801460484,0.4254403160989687,0.2491348777172041,1.3821109257072806e-08,1.3821109756673167e-08,1.3821108924005898e-08,-1.3821109257072806e-08,-1.3821109257072806e-08,0.9852931615667528,1.7763568394002505e-15,0.8403234233487771,0.1596765766512228,4,1.920879259987394e-15,6.564719467894674e-16,7.366633742016845e-16,2.220446049250313e-16,8.881784197001252e-16,0.08434563429438557,19.613844042139934,0.9852931456127856,18.62855089652715,34.85689728528658,0.9852931753878603,33.87160410989872,-15.172801705382739,110,109,published_objective_change,0.10024048597551882,0.8173858873636467,0.985293167381106,19.613844042139934,109,True,False,True,76
