row_model,RN101_clip,RN50_clip,ResNet50-ClusterFit-16K-RotNet_selfsupervised,ResNet50-DeepClusterV2-2x224_selfsupervised,ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SwAV-BS4096-2x224_selfsupervised,coat_lite_tiny_classification,convit_base_classification,convnext_base_classification,crossvit_base_240_classification,cspresnet50_classification,deit_base_patch16_224_classification,dino_resnet50_selfsupervised,dino_vitb16_selfsupervised,eca_nfnet_l0_classification,ghostnet_100_classification,hardcorenas_f_classification,jx_nest_tiny_classification,levit_128_classification,mobilenetv3_large_100_classification,nf_resnet50_classification,pit_ti_224_classification,resnet50_classification,semnasnet_100_classification,swin_large_patch4_window7_224_classification,tnt_s_patch16_224_classification,visformer_small_classification,vit_base_patch16_224_classification,vit_base_patch32_224_classification,xcit_nano_12_p16_224_classification,xcit_nano_12_p8_224_classification
RN101_clip,0.0,5.653876457031648,4.262009298498166,5.291946984778379,4.998955667577869,4.802730748391208,5.210717847674412,5.166423793335694,5.336926691994413,5.154246017349014,5.548741378498712,5.245855940632572,5.242005699822761,5.199957650796396,5.428333813310409,4.453154369548913,5.496730952183197,5.039434439960196,4.83107309139535,5.347507697260179,5.159058683229853,5.14955417584227,4.5466655888277305,5.13499937655781,5.113719715493515,5.001340895908305,5.0779077149118255,5.000934223185337,5.242031385972942,5.03412348546256,5.05079479976224,4.841393231769501,4.94844301822646
RN50_clip,5.653876457031648,0.0,4.347224147334182,5.395204603261133,5.086217478751249,4.870829006761658,5.311690207902853,5.273647315237146,5.435272220835328,5.229877041010655,5.7236457806620695,5.302634221171871,5.262706259477025,5.2612504321002325,5.554624883603897,4.474825644943267,5.564880400900471,5.083050315027672,4.847368781876209,5.457195987591006,5.227580628032375,5.161748359572627,4.546665588827731,5.228309572846541,5.113719715493514,5.001340895908304,5.045578505636878,5.051218840793382,5.329420965793816,5.123090199258491,5.059615170836708,4.86528409698082,4.997255826654852
ResNet50-ClusterFit-16K-RotNet_selfsupervised,4.262009298498166,4.347224147334182,0.0,4.3574024561410365,4.2302820268169,4.328661520547648,4.3574024561410365,4.357402456141037,4.3574024561410365,4.3574024561410365,4.357402456141042,4.357402456141041,4.200403577354607,4.357402456141041,4.357402456141041,3.8650994408874393,4.35740245614104,4.111495326812532,4.038344082471975,4.357402456141041,4.3574024561410365,4.152815410582761,3.886982242463361,4.357402456141041,4.198471765439065,4.140912943166928,4.062450613941597,4.249911756817184,4.357402456141037,4.323121503564204,4.21588412800159,4.177067071718367,4.207225470995244
ResNet50-DeepClusterV2-2x224_selfsupervised,5.291946984778379,5.395204603261133,4.3574024561410365,0.0,5.086217478751248,4.889232559243327,5.31292934399827,5.273647315237145,5.505344247528492,5.342819638493721,5.51537359832213,5.365589987948719,5.196191797796283,5.37583218044896,5.515373598322131,4.3550233383844,5.51537359832213,5.0910857070287525,4.916039675739819,5.489130432598388,5.239700293502295,5.179209563675035,4.5466655888277305,5.359488304477861,5.113719715493515,5.001340895908305,5.005248473198489,5.097642089858347,5.420703530147082,5.12309019925849,5.059615170836709,4.987910584199476,5.096515971706143
ResNet50-MoCoV2-BS256_selfsupervised,4.998955667577869,5.086217478751249,4.2302820268169,5.086217478751248,0.0,4.763046658030637,5.04130649492884,4.967650664381371,5.086217478751248,5.031771451605889,5.086217478751239,5.028905036492611,4.887381286686025,5.014457088344456,5.08621747875124,3.973529791730967,5.086217478751239,4.7915875165156985,4.644685366805883,5.08621747875124,4.890058774655707,4.823802881694349,4.3748569133346535,5.08621747875124,4.895739347130453,4.742726957624369,4.729384737728388,4.852686238814132,5.086217478751247,4.874829744564909,4.806785243028456,4.778765535576826,4.836306267736448
ResNet50-PIRL_selfsupervised,4.802730748391208,4.870829006761658,4.328661520547648,4.889232559243327,4.763046658030637,0.0,4.889232559243327,4.889232559243328,4.889232559243327,4.889232559243327,4.889232559243329,4.88923255924333,4.7557046515797845,4.88923255924333,4.88923255924333,4.0593881207073625,4.8892325592433306,4.623244098332026,4.51868487997754,4.88923255924333,4.814862526686789,4.65493652131241,4.346866823644433,4.88923255924333,4.704551800792319,4.603534752317723,4.586039547499862,4.78790281064354,4.889232559243328,4.764717308020891,4.672989737948535,4.660521606509286,4.730779194257196
ResNet50-SimCLR_selfsupervised,5.210717847674412,5.311690207902853,4.3574024561410365,5.31292934399827,5.04130649492884,4.889232559243327,0.0,5.237905551529764,5.258424298940099,5.179408730262864,5.31292934399827,5.235981021515404,5.09618799046269,5.211344142214457,5.312929343998269,4.325618855708813,5.31292934399827,4.901172604226815,4.691577242774538,5.312929343998269,5.08722853035068,4.968528985287709,4.546665588827732,5.124702162061622,5.010953663296728,4.882052740540734,4.880582408180498,5.009641282536066,5.16282045436486,5.032784603432035,4.955159150126261,4.855688901199005,4.961289710880829
ResNet50-SwAV-BS4096-2x224_selfsupervised,5.166423793335694,5.273647315237146,4.357402456141037,5.273647315237145,4.967650664381371,4.889232559243328,5.237905551529764,0.0,5.270058004135374,5.145186650299629,5.273647315237142,5.223038669216625,5.123332763021973,5.2428992690426925,5.273647315237143,4.403129354374697,5.2542149107022205,4.823219800366022,4.644758579857959,5.273647315237143,5.142168535325677,4.8794397715732805,4.522668975826978,5.142080285681429,5.0059717581268695,4.8890074583969945,4.832576112864088,5.018255549331956,5.177308728852907,5.082239374132969,4.979199696699999,4.838636476613339,4.941434899306609
coat_lite_tiny_classification,5.336926691994413,5.435272220835328,4.3574024561410365,5.505344247528492,5.086217478751248,4.889232559243327,5.258424298940099,5.270058004135374,0.0,5.436190420266746,5.605752307162816,5.383776428329676,5.189516591074408,5.391860955837873,5.732568758038714,4.295738311325922,5.750225408528822,5.209339353648293,4.994847295269688,5.5989664999413815,5.311600961026214,5.221300360079274,4.5466655888277305,5.388590762597028,5.113719715493515,5.001340895908305,5.172605348195305,5.114645286919824,5.552365090216477,5.12309019925849,5.059615170836709,4.987910584199476,5.142985742578036
convit_base_classification,5.154246017349014,5.229877041010655,4.3574024561410365,5.342819638493721,5.031771451605889,4.889232559243327,5.179408730262864,5.145186650299629,5.436190420266746,0.0,5.410700694838483,5.4355306432353565,5.0370291457205285,5.415713591765032,5.45274789703194,4.2599477751730825,5.45433546022746,4.956126150823704,4.844588396164553,5.454335460227461,5.128663330304529,5.031035001540555,4.496795515582274,5.339142327476101,5.018394621986728,4.968362517873533,5.029501976103124,5.114645286919824,5.44121250529362,5.12309019925849,5.017493310209656,4.984653143084802,5.112129270486858
