R²_A,R²_B,R²_AB,unique_A,unique_B,common,unexplained,suppression_strength,snr,mixing_dimension,rng_seed
0.602999502231656,-0.03232493612460835,0.6103277829517184,0.6426527190763267,0.007328280720062419,-0.039653216844670824,0.3896722170482816,0.5,20.0,250,1
0.9767458665524908,-0.0052849937520050095,0.9624507416782573,0.9677357354302623,-0.014295124874233567,0.009010131122228593,0.03754925832174272,0.5,100.0,,1
0.24197957931870973,-0.0037875058407671374,0.25615506943454575,0.2599425752753129,0.01417549011583602,-0.017962995956603167,0.7438449305654542,0.5,100.0,30,1
0.3255579171843163,-0.006486660700532079,0.34299044692676656,0.3494771076272986,0.017432529742450242,-0.023919190442982297,0.6570095530732334,0.5,100.0,50,1
0.47543553996859045,-0.011927474819409941,0.49297905274382,0.50490652756323,0.01754351277522953,-0.029470987594639453,0.50702094725618,0.5,100.0,100,1
0.6049098096907483,-0.03233682157698526,0.6123722618787684,0.6447090834557536,0.007462452188020108,-0.03979927376500536,0.38762773812123164,0.5,100.0,250,1
0.14310073883549687,-0.005337646942631263,0.13223495084732506,0.1375725977899563,-0.01086578798817181,0.005528141045540558,0.8677650491526749,0.7,0.5,,1
0.03306063708772014,-0.003986826698229966,0.03277508434561933,0.036761911043849294,-0.0002855527421008128,-0.003701273956129153,0.9672249156543806,0.7,0.5,30,1
0.04390948026963055,-0.006471392023685899,0.04234280128213535,0.04881419330582125,-0.0015666789874951986,-0.004904713036190701,0.9576571987178647,0.7,0.5,50,1
0.06524640246911732,-0.012580135007941452,0.05861920960520121,0.07119934461314266,-0.006627192863916116,-0.005952942144025336,0.9413807903947988,0.7,0.5,100,1
0.07990311039955694,-0.03231505969505919,0.05372056702101539,0.08603562671607458,-0.026182543378541555,-0.006132516316517636,0.9462794329789846,0.7,0.5,250,1
