model_name,layer_index,pc_index,alpha
nf_resnet50_classification,141,1,52140082.87999684
nf_resnet50_classification,141,2,21544346.900318824
nf_resnet50_classification,141,3,13848863.713938717
nf_resnet50_classification,141,4,21544346.900318824
nf_resnet50_classification,141,5,21544346.900318824
nf_resnet50_classification,141,6,33516026.50938841
nf_resnet50_classification,141,7,33516026.50938841
nf_resnet50_classification,141,8,126185688.30660184
nf_resnet50_classification,141,9,33516026.50938841
nf_resnet50_classification,141,10,21544346.900318824
nf_resnet50_classification,141,11,52140082.87999684
nf_resnet50_classification,141,12,21544346.900318824
nf_resnet50_classification,141,13,81113083.07896855
nf_resnet50_classification,141,14,52140082.87999684
nf_resnet50_classification,141,15,33516026.50938841
nf_resnet50_classification,141,16,52140082.87999684
nf_resnet50_classification,141,17,52140082.87999684
nf_resnet50_classification,141,18,81113083.07896855
nf_resnet50_classification,141,19,52140082.87999684
nf_resnet50_classification,141,20,81113083.07896855
nf_resnet50_classification,141,21,52140082.87999684
nf_resnet50_classification,141,22,81113083.07896855
nf_resnet50_classification,141,23,52140082.87999684
nf_resnet50_classification,141,24,81113083.07896855
nf_resnet50_classification,141,25,52140082.87999684
nf_resnet50_classification,141,26,81113083.07896855
nf_resnet50_classification,141,27,52140082.87999684
nf_resnet50_classification,141,28,126185688.30660184
nf_resnet50_classification,141,29,81113083.07896855
nf_resnet50_classification,141,30,52140082.87999684
hardcorenas_f_classification,294,1,7564.633275546283
hardcorenas_f_classification,294,2,2009.2330025650458
hardcorenas_f_classification,294,3,2009.2330025650458
hardcorenas_f_classification,294,4,1291.549665014884
hardcorenas_f_classification,294,5,3125.7158496882353
hardcorenas_f_classification,294,6,4862.601580065353
hardcorenas_f_classification,294,7,3125.7158496882353
hardcorenas_f_classification,294,8,11768.119524349991
hardcorenas_f_classification,294,9,3125.7158496882353
hardcorenas_f_classification,294,10,3125.7158496882353
hardcorenas_f_classification,294,11,4862.601580065353
hardcorenas_f_classification,294,12,2009.2330025650458
hardcorenas_f_classification,294,13,11768.119524349991
hardcorenas_f_classification,294,14,7564.633275546283
hardcorenas_f_classification,294,15,3125.7158496882353
hardcorenas_f_classification,294,16,7564.633275546283
hardcorenas_f_classification,294,17,7564.633275546283
hardcorenas_f_classification,294,18,11768.119524349991
hardcorenas_f_classification,294,19,4862.601580065353
hardcorenas_f_classification,294,20,7564.633275546283
hardcorenas_f_classification,294,21,4862.601580065353
hardcorenas_f_classification,294,22,7564.633275546283
hardcorenas_f_classification,294,23,4862.601580065353
hardcorenas_f_classification,294,24,11768.119524349991
hardcorenas_f_classification,294,25,4862.601580065353
hardcorenas_f_classification,294,26,11768.119524349991
hardcorenas_f_classification,294,27,7564.633275546283
hardcorenas_f_classification,294,28,11768.119524349991
hardcorenas_f_classification,294,29,7564.633275546283
hardcorenas_f_classification,294,30,7564.633275546283
