seed,Red,Unq1,Unq2,Syn,I(X1;T),I(X2;T),"I(X1,X2;T)"
32,1.7898171900420365,4.090530479886759,0.0,0.0,5.8803476699287955,1.7898171900420365,7.016503860124896
33,1.7736100991956185,4.039510215249081,0.0,0.0,5.813120314444699,1.7736100991956185,6.935642567959427
