seed,Red,Unq1,Unq2,Syn,I(X1;T),I(X2;T),"I(X1,X2;T)"
32,2.639992563388768,5.90138803793778,2.6645352591003757e-15,1.5811785755330634,8.541380601326548,2.6399925633887706,10.122559176859614
33,2.6166106737974033,5.827781355160166,0.0,1.5615089626950471,8.44439202895757,2.6166106737974033,10.005900991652616
