seed,example,R²_X1,R²_X2,R²_X12,Unique_X1,Unique_X2,Common,Unexplained
42,full_suppresion,0.49944914178639266,-0.000527772461500815,0.6661325864814852,0.666660358942986,0.16668344469509255,-0.16721121715659337,0.3338674135185148
