seed,Red,Unq1,Unq2,Syn,I(X1;T),I(X2;T),"I(X1,X2;T)"
32,2.611079371236144,5.901388037937783,0.0,1.5522052792676426,8.512467409173928,2.6110793712361438,10.06467268844157
33,2.5876974816447813,5.827781355160164,0.0,1.5325356840325561,8.415478836804946,2.5876974816447817,9.948014520837502
