seed,Red,Unq1,Unq2,Syn,I(X1;T),I(X2;T),"I(X1,X2;T)"
32,1.7978479371732625,0.015795044707754613,0.0,0.0,1.8136429818810171,1.7978479371732625,2.2734639067942055
33,1.8212404915354394,-0.015711404877556845,0.0,0.0,1.8055290866578826,1.8212404915354394,2.2870441469197402
