seed,Red,Unq1,Unq2,Syn,I(X1;T),I(X2;T),"I(X1,X2;T)"
42,0.01774815346284911,24.97953915761585,0.0,14.64245532222386,24.997287311078704,0.017748153462844144,39.63974263330256
