seed,Red,Unq1,Unq2,Syn,I(X1;T),I(X2;T),"I(X1,X2;T)"
32,2.2691878042367706,0.16908710719231435,0.1534759528627112,0.4568647199005098,2.438274911429085,2.422663757099482,3.048615584192306
33,2.259714880128924,0.16392698665235184,0.1632112366040661,0.46374578087115603,2.4236418667812756,2.42292611673299,3.0505988842564977
