seed,Red,Unq1,Unq2,Syn,I(X1;T),I(X2;T),"I(X1,X2;T)"
32,2.645820607926786,0.02854530719333015,0.005757874522825723,0.599675167808269,2.674365915120116,2.6515784824496116,3.2797989574512108
33,2.6562668073033757,0.006393231416025991,0.02905999731827391,0.6076710664967147,2.6626600387194017,2.6853268046216496,3.2993911025343903
