seed,Red,Unq1,Unq2,Syn,I(X1;T),I(X2;T),"I(X1,X2;T)"
32,-0.018387168023521028,6.934781695027462,0.0,0.0,6.916394527003941,-0.018387168023521028,10.97593228639307
33,-0.020723944092292612,6.890763144834255,0.0,0.0,6.870039200741962,-0.020723944092292612,10.969277615612553
