swept_variable,swept_dimension,target_dim,source1_dim,source2_dim,method,minimum_eigenvalue,redundancy,unique_source1,unique_source2,synergy,I(source1;target),I(source2;target),"I(source1,source2;target)",runtime_seconds,max_abs_diff_vs_eigen
source1,10,50,10,55,gpid_tilde,0.2087121525220795,5.000000240350872,1.4624060114520177,27.312031018663575,2.0751855125904157,6.462406251802891,32.31203125901445,35.84962278305688,0.38641806598752737,2.2241546844270488e-06
source1,10,50,10,55,thin_pid,0.2087121525220795,4.9999999999961915,1.4624062518066978,27.312031259018255,2.0751852722357356,6.462406251802891,32.31203125901445,35.84962278305688,0.29810858191922307,2.2241584787252577e-06
source1,10,50,10,55,eigen_pid,0.2087121525220795,4.9999999999999964,1.4624062518028915,27.31203125901446,2.0751874963942143,6.462406251802891,32.312031259014454,35.849625007211564,0.053920836886391044,0.0
source1,20,50,20,55,gpid_tilde,0.20871215252207945,10.00000048089106,2.9248120227147183,22.312030778123386,4.150373129300249,12.92481250360578,32.31203125901445,39.387216411029414,0.3328089490532875,2.344379254282103e-06
source1,20,50,20,55,thin_pid,0.20871215252207945,9.999999999992383,2.9248125036133956,22.312031259022064,4.1503726484015715,12.92481250360578,32.31203125901445,39.387216411029414,0.29022978409193456,2.3443868570893756e-06
source1,20,50,20,55,eigen_pid,0.20871215252207945,9.999999999999995,2.9248125036057835,22.31203125901446,4.150374992788429,12.92481250360578,32.312031259014454,39.38721875540867,0.05413259193301201,0.0
source1,30,50,30,55,gpid_tilde,0.20871215252207914,15.000000721336598,4.38721803407207,17.31203053767785,6.225560745915438,19.387218755408668,32.31203125901445,42.924810039001954,0.983241975074634,2.4646038312425844e-06
source1,30,50,30,55,thin_pid,0.20871215252207914,14.999999999988582,4.387218755420086,17.312031259025865,6.225560024567422,19.387218755408668,32.31203125901445,42.924810039001954,0.3012686208821833,2.4646152354534934e-06
source1,30,50,30,55,eigen_pid,0.20871215252207914,14.999999999999996,4.387218755408674,17.312031259014457,6.225562489182657,19.38721875540867,32.312031259014454,42.924812503605786,0.08588985493406653,0.0
source1,40,50,40,55,gpid_tilde,0.20871215252207753,20.000000961782114,5.849624045429444,12.31203029723233,8.300748362530605,25.84962500721156,32.31203125901445,46.462403666974495,0.8091015978716314,2.5848284010976386e-06
