red,unq1,unq2,syn,bi_mi_1,bi_mi_2,tri_mi
nan,nan,nan,nan,0.0,0.0,0.0
0.4021382974923524,0.2721058465563493,0.2601480916700355,0.4356579193501118,0.6742441440487018,0.662286389162388,1.370050155068849
0.3406134116570244,0.2139646924534515,0.2969595780170998,0.36373004846004064,0.5545781041104758,0.6375729896741241,1.2152677305876163
0.3897881557214875,0.23840386377487655,0.26460309322866526,0.40903167286723496,0.628192019496364,0.6543912489501528,1.3018267855922643
0.34279912300550075,0.3060431513344557,0.26142339481076415,0.3861626756362344,0.6488422743399563,0.6042225178162648,1.296428344786955
0.40967221047749147,0.29698081783177865,0.2710944632579685,0.472648179123375,0.7066530283092701,0.68076667373546,1.4503956706906136
0.36098751665572115,0.22371860697602597,0.2672920962206121,0.43431128950682163,0.5847061236317472,0.6282796128763334,1.286309509359181
0.38861490718075165,0.30413268084778133,0.2466178867723804,0.40775700772602463,0.6927475880285331,0.6352327939531321,1.3471224825269381
0.38973105007760533,0.2554026196484539,0.26545123218942934,0.40545088312350763,0.6451336697260593,0.6551822822670348,1.3160357850389963
0.3841282586788638,0.26430337285654115,0.2711019594058951,0.3732677824176919,0.6484316315354051,0.655230218084759,1.292801373358992
0.36678240887656344,0.3156114704012084,0.260994177606621,0.41206734000330325,0.6823938792777718,0.6277765864831845,1.3554553968876961
0.40740787869902406,0.33794594887320306,0.2056884514413535,0.46720306565403424,0.7453538275722271,0.6130963301403776,1.4182453446676149
0.36256550406398413,0.29600392583748525,0.28988002236620525,0.3766566109302205,0.6585694299014695,0.6524455264301895,1.3251060631978953
0.36916986252209005,0.2816897922516396,0.2509249255073934,0.41141703181357125,0.6508596547737296,0.6200947880294835,1.3132016120946943
0.3668491235114598,0.28121625972781483,0.3025406455935168,0.38405114013099084,0.6480653832392747,0.6693897691049766,1.3346571689637823
0.3652623735064998,0.25877677818919753,0.28248560775335707,0.4270822103115498,0.6240391516956975,0.647747981259857,1.3336069697606043
0.3848830130462515,0.24643621732101406,0.2425265924571367,0.3958909291450903,0.6313192303672654,0.6274096055033881,1.2697367519694924
0.38228493752352,0.2686422454620677,0.22518176776861443,0.4197369105896238,0.6509271829855877,0.6074667052921344,1.295845861343826
0.3878793223870616,0.2712045816092207,0.2746354550310568,0.4660777768897393,0.6590839039962824,0.6625147774181185,1.3997971359170784
0.36626359733173164,0.3260674701919052,0.21181197613987168,0.4003744336202857,0.6923310675236368,0.5780755734716033,1.3045174772837942
0.3535010560561893,0.26778091232502454,0.26721562392589726,0.4229345756593903,0.621281968381214,0.6207166799820867,1.3114321679665015
0.38448787874362433,0.2762704618110653,0.270775913543742,0.39800236913028275,0.6607583405546895,0.6552637922873662,1.3295366232287142
0.4230185725647997,0.28685153257325036,0.3207572176633776,0.4247239319483731,0.7098701051380499,0.7437757902281772,1.4553512547498006
0.3977447252909089,0.283309869023915,0.2466948645555972,0.45050686027912323,0.6810545943148238,0.6444395898465061,1.3782563191495443
0.3326640951956449,0.27151107914777795,0.26112619205158616,0.38603530284092546,0.6041751743434228,0.593790287247231,1.2513366692359345
0.376598188628282,0.3197699538263822,0.2703055309273086,0.4482592113469205,0.6963681424546643,0.6469037195555907,1.4149328847288933
0.4182548804691787,0.2440231817297671,0.2802551657745428,0.4173349171710995,0.6622780621989457,0.6985100462437214,1.359868145144588
0.3819212995407929,0.32929653683870996,0.23071052805307424,0.3954433606094515,0.711217836379503,0.6126318275938673,1.3373717250420287
0.3597376120954715,0.2751655915164746,0.2888241048900284,0.3956708894064861,0.6349032036119461,0.6485617169854999,1.3193981979084606
0.366883814433565,0.25311024652130876,0.2787195313277734,0.3740155788446232,0.6199940609548737,0.6456033457613384,1.2727291711272704
0.39401691142481965,0.31387199024394585,0.27193105429212516,0.40149818913705226,0.7078889016687654,0.6659479657169447,1.3813181450979428
0.3372232141217575,0.26102965435936953,0.2809269351932321,0.4002637117876884,0.5982528684811271,0.6181501493149897,1.2794435154620476
0.35896939970446695,0.31327806820176785,0.20911968573887674,0.40012858405715357,0.6722474679062348,0.5680890854433437,1.281495737702265
0.4390626844555655,0.24551939297935288,0.2680413323029741,0.41903155435791095,0.6845820774349183,0.7071040167585395,1.3716549640958033
0.39067583472943224,0.29929981825275376,0.23145222807968802,0.4163659830163736,0.689975652982186,0.6221280628091203,1.3377938640782476
