model_1,model_2,layer_1,layer_2,subj_id,n_samples,n_components_source_1,n_components_source_2,n_components_target,pid_method,rng_seed,bias_correction,red,unq1,unq2,syn,bi_mi_1,bi_mi_2,tri_mi
nf_resnet50_classification,eca_nfnet_l0_classification,141,134,subj01,1000,98,98,98,tilde,88,True,15.052817566165636,0.0,1.5260449160737153,0.7993276666506404,15.052817566165636,16.57886248223935,17.378190148889992
nf_resnet50_classification,resnet50_classification,141,156,subj01,1000,98,98,98,tilde,88,True,13.427843163725687,1.6249744024399497,0.0,0.5243136123837004,15.052817566165636,13.427843163725687,15.577131178549337
nf_resnet50_classification,semnasnet_100_classification,141,270,subj01,1000,98,98,98,tilde,88,True,14.274800874637695,0.7780166915279416,0.0,1.0914835075358766,15.052817566165636,14.274800874637695,16.144301073701513
nf_resnet50_classification,cspresnet50_classification,141,320,subj01,1000,98,98,98,tilde,88,True,14.148621652329808,0.904195913835828,0.0,0.7951775907081995,15.052817566165636,14.148621652329808,15.847995156873836
nf_resnet50_classification,mobilenetv3_large_100_classification,141,252,subj01,1000,98,98,98,tilde,88,True,14.398492750091322,0.6543248160743147,0.0,1.0223134818658082,15.052817566165636,14.398492750091322,16.075131048031444
nf_resnet50_classification,ghostnet_100_classification,141,290,subj01,1000,98,98,98,tilde,88,True,13.623027293820545,1.429790272345091,0.0,0.7315693104282417,15.052817566165636,13.623027293820545,15.784386876593878
nf_resnet50_classification,convnext_base_classification,141,273,subj01,1000,98,98,98,tilde,88,True,15.052817566165636,0.0,1.7136497284193979,0.8426818685704163,15.052817566165636,16.766467294585034,17.60914916315545
nf_resnet50_classification,xcit_nano_12_p8_224_classification,141,266,subj01,1000,98,98,98,tilde,88,True,11.638209367553007,3.4146081986126298,0.0,0.6732648692464736,15.052817566165636,11.638209367553007,15.72608243541211
nf_resnet50_classification,xcit_nano_12_p16_224_classification,141,242,subj01,1000,98,98,98,tilde,88,True,12.666525950471172,2.3862916156944642,0.0,0.7148172549148484,15.052817566165636,12.666525950471172,15.767634821080485
nf_resnet50_classification,swin_large_patch4_window7_224_classification,141,281,subj01,1000,98,98,98,tilde,88,True,15.052817566165636,0.0,0.9650171312467393,1.2386301090052143,15.052817566165636,16.017834697412376,17.25646480641759
nf_resnet50_classification,jx_nest_tiny_classification,141,148,subj01,1000,98,98,98,tilde,88,True,15.052817566165636,0.0,0.7060682568770815,1.2606483334810505,15.052817566165636,15.758885823042718,17.01953415652377
nf_resnet50_classification,pit_ti_224_classification,141,207,subj01,1000,98,98,98,tilde,88,True,14.290232597243502,0.762584968922134,0.0,1.2761694649108932,15.052817566165636,14.290232597243502,16.32898703107653
nf_resnet50_classification,vit_base_patch32_224_classification,141,218,subj01,1000,98,98,98,tilde,88,True,13.586018298855532,1.4667992673101047,0.0,1.3699524534789234,15.052817566165636,13.586018298855532,16.42277001964456
nf_resnet50_classification,vit_base_patch16_224_classification,141,197,subj01,1000,98,98,98,tilde,88,True,14.800039458532034,0.25277810763360264,0.0,1.6477167464540372,15.052817566165636,14.800039458532034,16.700534312619673
nf_resnet50_classification,tnt_s_patch16_224_classification,141,198,subj01,1000,98,98,98,tilde,88,True,13.937536280274653,1.1152812858909833,0.0,1.325973099912737,15.052817566165636,13.937536280274653,16.378790666078373
nf_resnet50_classification,crossvit_base_240_classification,141,336,subj01,1000,98,98,98,tilde,88,True,15.052817566165636,0.0,0.6549462783172544,1.3621033204926292,15.052817566165636,15.70776384448289,17.06986716497552
nf_resnet50_classification,deit_base_patch16_224_classification,141,205,subj01,1000,98,98,98,tilde,88,True,15.052817566165636,0.0,0.4735241133552037,1.4052865349962502,15.052817566165636,15.52634167952084,16.93162821451709
nf_resnet50_classification,levit_128_classification,141,181,subj01,1000,98,98,98,tilde,88,True,13.499539677848347,1.5532778883172895,0.0,1.0199598067313929,15.052817566165636,13.499539677848347,16.07277737289703
eca_nfnet_l0_classification,resnet50_classification,134,156,subj01,1000,98,98,98,tilde,88,True,13.427843163725687,3.1510193185136472,0.0,0.2687023006239819,16.578862482239334,13.427843163725687,16.847564782863316
eca_nfnet_l0_classification,semnasnet_100_classification,134,270,subj01,1000,98,98,98,tilde,88,True,14.274800874637695,2.304061607601639,0.0,0.6279478011445896,16.578862482239334,14.274800874637695,17.206810283383923
