N,p,dims,total_mi_key,mi_theoretical_mean,mi_theoretical_std,mi_sample_no_bias_mean,mi_sample_no_bias_std,mi_sample_with_bias_mean,mi_sample_with_bias_std
800,10,"[5, 5, 10]","I(M1,M2;T)",0.0,0.0,0.06336659178207317,0.008830438251093928,-0.001007217193032268,0.00885838654176556
800,100,"[50, 50, 50]","I(M1,M2;T)",0.0,0.0,3.4604696074250305,0.06830851364305857,-0.38363454284636933,0.06867904434566345
800,100,"[50, 50, 100]","I(M1,M2;T)",0.0,0.0,7.182362834084242,0.10462235724806498,-1.1027643772523874,0.1047476176427624
800,150,"[100, 50, 100]","I(M1,M2;T)",0.0,0.0,11.202881290073115,0.123050521822176,-2.2705272231384335,0.12297631252000561
1000,10,"[5, 5, 10]","I(M1,M2;T)",0.0,0.0,0.05052037245330051,0.007021320857929217,-0.000664252669218196,0.007032656329120668
1000,100,"[50, 50, 50]","I(M1,M2;T)",0.0,0.0,2.709407196964037,0.0540018667942569,-0.23292710648186693,0.05419135598503584
1000,100,"[50, 50, 100]","I(M1,M2;T)",0.0,0.0,5.577043679722053,0.08128723265391709,-0.6557893666281346,0.08123382280332331
1000,150,"[100, 50, 100]","I(M1,M2;T)",0.0,0.0,8.61838831944735,0.09781035785153207,-1.3187253117817035,0.0978023466580598
