row_model,RN101_clip,RN50_clip,ResNet50-ClusterFit-16K-RotNet_selfsupervised,ResNet50-DeepClusterV2-2x224_selfsupervised,ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SwAV-BS4096-2x224_selfsupervised,coat_lite_tiny_classification,convit_base_classification,convnext_base_classification,crossvit_base_240_classification,cspresnet50_classification,deit_base_patch16_224_classification,dino_vitb16_selfsupervised,eca_nfnet_l0_classification,ghostnet_100_classification,hardcorenas_f_classification,jx_nest_tiny_classification,levit_128_classification,mobilenetv3_large_100_classification,nf_resnet50_classification,pit_ti_224_classification,resnet50_classification,semnasnet_100_classification,swin_large_patch4_window7_224_classification,tnt_s_patch16_224_classification,visformer_small_classification,vit_base_patch16_224_classification,vit_base_patch32_224_classification,xcit_nano_12_p16_224_classification,xcit_nano_12_p8_224_classification
RN101_clip,0.0,0.8882208330170513,1.274566907125827,1.5371121329853494,1.3980693868000635,1.3327863636947015,1.6220185323483314,1.0928528491274925,1.6504037422987388,1.380668816350436,1.3027056774940815,1.4302803877678691,1.0996244038069456,1.5318197936053224,1.3612503502074669,1.4469746236181216,1.2135597148492927,1.1560224538771884,1.7709182497913432,1.394529867906808,1.2613942107923355,0.9648181889974374,1.6794288055220647,1.0561700862161203,1.0280022344933393,1.4569309178720786,1.2128755896169316,1.7155688875454906,1.03670221993789,1.0835248686978218,1.2481476291321627,1.42455403298489
RN50_clip,0.8882208330170513,0.0,0.9583974072327416,1.1103919363535724,1.0052794956859756,1.0006731071039958,1.273027764100675,0.9295598701996256,1.1638990637976008,1.0451402248359756,1.207638836422852,1.0977815183835098,0.8261675527145904,1.1316532582308485,1.2430896493314592,1.3348895439645467,0.9721648201585396,0.8577816797264077,1.2411668567770846,1.0272660781972185,0.9692439199850752,0.7779840793002428,1.2512658447336271,0.7453855020337983,0.7903080904117843,1.2894787694343783,0.9023341441570985,1.257362204872976,0.6824322692582498,0.8668957328330613,0.9209950598931194,1.0546844523014585
ResNet50-ClusterFit-16K-RotNet_selfsupervised,1.274566907125827,0.9583974072327416,0.0,0.8286215688529524,0.8782982573312879,1.0868082637797407,0.7949241815136645,1.1219174346898058,0.7461964854656173,0.8503252090169937,0.7144188429194251,0.8560177193393663,1.280390459104897,0.7772918156900914,1.61290432904603,0.7937981203262936,1.4853339729362105,1.4260975325179324,0.5961807785062234,1.1370977662359678,1.4020163639920329,1.5227872285749378,0.5993160284882286,1.2832771327482997,1.379114031954206,1.4169962607671458,1.280693564657437,0.6106547699046203,1.104648472848421,1.3182613099969842,1.44813423488797,1.4550073564396513
ResNet50-DeepClusterV2-2x224_selfsupervised,1.5371121329853494,1.1103919363535724,0.8286215688529524,0.0,0.9672797721518548,0.906772550513903,1.1770654405746477,0.939615684442547,1.1189929454536625,1.2515566011739452,1.010676780762573,1.293328530709157,1.2783649443971896,1.2601911044667098,1.6618456038467393,0.9664160631035408,1.3161993280762552,1.237110077823374,1.0849355546513737,1.397429446067381,1.4655313095915297,1.1906984854497118,1.119201558965237,0.9700151285036648,1.221343990196413,1.7567660228980984,0.9951894004759332,1.210796216099677,0.923666061907788,1.139517163479116,1.0807498871124892,1.1651026934706863
ResNet50-MoCoV2-BS256_selfsupervised,1.3980693868000635,1.0052794956859756,0.8782982573312879,0.9672797721518548,0.0,1.0747223137877349,0.9800731811179588,1.4204761035386788,0.8796344966109295,1.2445618802905898,0.7183448445271239,1.404458517717181,1.3783118817149074,1.248548271700212,1.7337676902719767,0.8575339600222875,1.7181580461652215,1.4636787415695591,0.892405885021681,1.5894265624369286,1.6314946995886253,1.5959582336443532,0.6577076485264897,1.3407542244322563,1.5820110112306551,1.715665082108174,1.2473856599882964,0.8810727863061452,1.1307816541365805,1.393130050694655,1.3220034391002038,1.34602684140442
ResNet50-PIRL_selfsupervised,1.3327863636947015,1.0006731071039958,1.0868082637797407,0.906772550513903,1.0747223137877349,0.0,0.861278937785908,1.121069976221445,1.013709003621944,1.0592652750989124,0.8893401545892523,1.0114939104622458,1.2397056848929715,0.9897203189771028,1.6450221425451232,0.8715185786848281,1.7879705754067905,1.6895690609595633,0.7878227845529082,1.455404360740456,1.609058575890657,1.637219522639228,0.8887478003026459,1.3548544299074905,1.6377438534093578,1.4555514089947543,1.3051334446072147,0.8482045459933012,1.2582423949943973,1.4881280009198932,1.5970817647579878,1.4018114230559178
ResNet50-SimCLR_selfsupervised,1.6220185323483314,1.273027764100675,0.7949241815136645,1.1770654405746477,0.9800731811179588,0.861278937785908,0.0,1.0679443832439226,1.380041446772232,1.4754514738201614,1.032890540621711,1.3061518851356766,1.4665721186786556,1.3420496887386122,1.594264750846797,1.1810994458581483,1.5072952132464046,1.3770537136968386,1.2563038226451866,1.4049148867210732,1.535632898080678,1.3312037967736856,1.3982705387403378,1.1511444138116929,1.364286563059391,1.7553857967106534,1.0728005642562977,1.440737151160164,0.9535483243898356,1.2348092422137429,1.298092621583038,1.2121058690623627
ResNet50-SwAV-BS4096-2x224_selfsupervised,1.0928528491274925,0.9295598701996256,1.1219174346898058,0.939615684442547,1.4204761035386788,1.121069976221445,1.0679443832439226,0.0,1.1081818196210698,1.239694709285157,0.789459379759851,1.2085703417235365,1.1607744699262137,1.1179615900670186,1.4458377334015535,0.9206514862582332,1.6303207553396604,1.5327563680949012,0.8748142049094199,1.3138770320146342,1.5502257149326475,1.3394188969379286,1.141116494054792,1.185341708036944,1.3447032664298852,1.3532550444425588,1.3092147714991142,1.133216653565345,1.2102735330177516,1.3586992930904105,1.3696934686970472,1.472907178036266
coat_lite_tiny_classification,1.6504037422987388,1.1638990637976008,0.7461964854656173,1.1189929454536625,0.8796344966109295,1.013709003621944,1.380041446772232,1.1081818196210698,0.0,1.158284807863584,1.03706651123127,1.200353882099673,1.1928395872974278,1.1073409968157506,1.6998971301654286,0.8407353381925056,1.113930408551326,0.8367870379392421,1.0849969740801697,1.1517797644400003,1.2778321648027775,1.198523879905835,0.8806617260098051,0.8526943426991807,1.0201561429444157,1.59721657476711,0.9750844175495176,1.0597585914397172,0.7621064987453217,1.0502755877870094,0.7821021105897685,0.9812376335496076
convit_base_classification,1.380668816350436,1.0451402248359756,0.8503252090169937,1.2515566011739452,1.2445618802905898,1.0592652750989124,1.4754514738201614,1.239694709285157,1.158284807863584,0.0,0.967115233121696,1.2293294453340202,1.57622574040791,1.0644440319970592,1.796706463376932,0.977699061145497,1.6283160617966352,1.2784153161105962,0.8153101930291236,1.596767332228154,1.6834128107164794,1.418014956753982,0.9648112387261882,1.3447655650178127,1.327513415811893,1.478818267121838,0.7548834295238009,1.0495651231098009,0.8277826581022012,1.1892655822740892,0.9973445080228628,1.0271850245964984
