red,unq1,unq2,syn,bi_mi_1,bi_mi_2,tri_mi
0.0,0.6803077478801411,0.0,0.2418149556682746,0.6803077478801411,0.0,0.9221227035484157
0.0014373189611017745,0.6800669513131454,0.005948579888255701,0.24134860980882678,0.6815042702742472,0.007385898849357526,0.9288014599713297
0.0016065473718638312,0.6736434314097562,0.006574326327685176,0.2442630093485828,0.6752499787816201,0.00818087369954899,0.9260873144578881
0.0013979389572653655,0.6827914237900283,0.005629733096285339,0.24739468973684842,0.6841893627472937,0.007027672053550702,0.9372137855804274
0.0013668582469460455,0.6784781223793876,0.005856908745129674,0.24083730525432911,0.6798449806263337,0.007223766992075741,0.9265391946257925
0.0012406845486905294,0.6777375916104876,0.006179719705836861,0.24737003664604995,0.6789782761591782,0.007420404254527396,0.932528032511065
0.0016203824810187006,0.6890961816212856,0.005877426449217404,0.24377340165168437,0.6907165641023043,0.007497808930236111,0.9403673922032061
0.0014934276344700237,0.6731145186509571,0.006300198312359395,0.24729311034938595,0.6746079462854271,0.0077936259468294545,0.9282012549471724
0.0012789309714928976,0.6843748909686163,0.006207387015027432,0.24369408482905608,0.6856538219401092,0.007486317986520385,0.9355552937841927
0.0013870726909261943,0.6773358280583913,0.006055262850379162,0.24266733463279955,0.6787229007493175,0.007442335541305304,0.9274454982324962
0.001121711996371788,0.6873758522275155,0.005666334110445481,0.24439465241111014,0.6884975642238873,0.006788046106817248,0.9385585507454429
0.0013582894306153337,0.6856923281932683,0.005921909335194986,0.23986930834435904,0.6870506176238836,0.0072801987658103525,0.9328418353034377
0.0012981323709367887,0.6821274836881583,0.005508709786281263,0.24558261742225873,0.6834256160590951,0.006806842157218001,0.9345169432676351
0.001342111399707746,0.6729437591604615,0.005837067974211352,0.24502267390871335,0.6742858705601692,0.007179179373919151,0.9251456124430939
0.0014680162039092393,0.6873199134528597,0.005738860646903654,0.2435291686215304,0.6887879296567689,0.007206876850812844,0.938055958925203
0.0014149468909242513,0.6867132409237718,0.006288889868971137,0.24242451323126268,0.6881281878146961,0.007703836759895379,0.9368415909149299
0.0014658612601156085,0.6836393609571639,0.005386558251574969,0.24668338966904713,0.6851052222172795,0.00685241951169063,0.9371751701379016
0.0016565531205887662,0.6786424888415428,0.005576126756273836,0.24080859725366655,0.6802990419621315,0.007232679876862593,0.9266837659720719
0.0013859902186948991,0.6843315824341146,0.005970885500270695,0.24319138127230833,0.6857175726528095,0.007356875718965577,0.9348798394253885
0.0015071463527374096,0.6785723193934078,0.005850645869777904,0.24296532729597975,0.6800794657461452,0.0073577922225153405,0.9288954389119028
0.0010441451388606415,0.6880295465596471,0.005501775119975627,0.24349843385849768,0.6890736916985077,0.006545920258836284,0.938073900676981
0.0015372275572549388,0.6867111588895604,0.005888143784256394,0.24306327469370903,0.6882483864468153,0.0074253713415113175,0.9371998049247807
0.001187617555564069,0.6787706129844929,0.00562114891221055,0.23903593860187522,0.679958230540057,0.006808766467774673,0.9246153180541428
0.0014475849385178208,0.6850361447659574,0.0056346774998372595,0.24805347345890483,0.6864837297044752,0.007082262438355125,0.9401718806632173
0.0013887739767750595,0.6832382448446522,0.006003053413941917,0.24312993459507393,0.6846270188214273,0.007391827390717,0.9337600068304431
0.0015111710612787377,0.6831922739473405,0.006156285319905197,0.24505821598390676,0.6847034450086192,0.007667456381183974,0.9359179463124312
0.001477723175033585,0.6792645507879739,0.005786233185346323,0.23863296721371685,0.6807422739630075,0.007263956360379856,0.9251614743620706
0.0011859255060236995,0.6888276062546054,0.0061851178605807355,0.2366749348536903,0.6900135317606291,0.007371043366604416,0.9328735844749001
0.0013775669046850458,0.6849452147727415,0.0058194365367878476,0.23944056265011182,0.6863227816774266,0.007197003441472923,0.9315827808643262
0.0013933894508777467,0.6767510480745353,0.0054237315065431835,0.24656644844277964,0.6781444375254131,0.006817120957420895,0.9301346174747359
0.0014579003084214115,0.6869049429331477,0.005877724715330324,0.24105657961550564,0.6883628432415692,0.0073356250237517386,0.9352971475724051
0.0015999996778063297,0.6793299328453635,0.005556483989878402,0.24260553660189021,0.6809299325231698,0.0071564836676847295,0.9290919531149384
