subset,subset_size,cmi_score,unique,red,unq2,syn,elapsed_seconds,status
35,1,0.2107173799930127,0.004502766448929663,0.2590571875439167,44.24046684378477,0.024889848644413348,2303.002893540077,unique_below_threshold
36,1,0.2069734133833156,0.0010263593658237369,0.1460907112737715,44.35343332005492,0.02462229536530458,2353.412415101193,unique_below_threshold
37,1,0.22392565021798014,0.016648134831036998,0.2470599473638586,44.25246408396483,0.0259527531540229,2401.9997065821663,unique_below_threshold
38,1,0.21103041754143098,0.003424627975313399,0.16853511655179432,44.330988914776896,0.026281015751145276,2451.966049815528,unique_below_threshold
39,1,0.23117341172904088,0.02059642681207663,0.1769923200849064,44.32253171124378,0.029252210274606227,2502.8301640776917,unique_below_threshold
40,1,0.20567627353508722,0.0007356868364922775,0.20327887881762763,44.29624515251106,0.023615831095327167,2552.9142403239384,unique_below_threshold
41,1,0.2251060194165954,0.0167538976580488,0.19661315807238822,44.3029108732563,0.02702734308286381,2599.6722511248663,unique_below_threshold
42,1,0.20996640417029958,0.004885146644795668,0.19563339669877422,44.303890634629916,0.02375649655712664,2661.268749992363,unique_below_threshold
43,1,0.20874455904714656,0.0016693639143952055,0.1897077891645722,44.30981624216412,0.02575041601256345,2709.6411254322156,unique_below_threshold
44,1,0.20768710047782635,0.0012648186852644017,0.1544840121967752,44.345040019131915,0.025097522412714568,2757.947490998544,unique_below_threshold
45,1,0.21592836362585816,0.00785867208929858,0.15154107209477985,44.34798295923391,0.026744918138973617,2805.999934614636,unique_below_threshold
46,1,0.2102138364288256,0.003871531714167986,0.1930967195335498,44.30642731179514,0.025017540477364264,2854.622452735901,unique_below_threshold
47,1,0.21875479055834157,0.011860791449166186,0.1781735549517265,44.32135047637696,0.025569230578057045,2903.064503982663,unique_below_threshold
48,1,0.2130893523791078,0.006807331741249811,0.15674628692682546,44.342777744401864,0.024957266815953005,2951.20171775762,unique_below_threshold
49,1,0.20851457123291725,0.0026351762106813226,0.1728595743114596,44.32666445701723,0.02455463786463241,2998.775271368213,unique_below_threshold
50,1,0.21267059700288732,0.006248150764392335,0.16677001425789229,44.3327540170708,0.02509768286911651,3046.1853848956525,unique_below_threshold
51,1,0.21532945909877715,0.008232816909682583,0.1764554667587035,44.32306856456999,0.02577187859439789,3092.9173747422174,unique_below_threshold
52,1,0.22118569721075082,0.01497851423449248,0.13384361641054454,44.365680414918145,0.024882430470846373,3140.131605008617,unique_below_threshold
53,1,0.22299461090389153,0.014971310977458074,0.1155686966912981,44.38395533463739,0.02669853677598155,3188.3052767934278,unique_below_threshold
54,1,0.19094931711371416,0.0,0.12561673124416473,44.373907300084525,0.009624567255912098,3235.551201160066,unique_below_threshold
55,1,0.20040286843440624,0.0,0.1222497050876683,44.37727432624102,0.01907812256953889,3282.4293970474973,unique_below_threshold
56,1,0.203515178899001,0.0,0.11737078235046283,44.38215324897823,0.022190427291491233,3330.1362496009097,unique_below_threshold
57,1,0.2052322995708848,0.0,0.14490261816588657,44.3546214131628,0.023907547788127204,3377.1843380481005,unique_below_threshold
58,1,0.19263485679715006,0.0,0.11267089193442814,44.38685313939426,0.011310103774206937,3425.029095170088,unique_below_threshold
59,1,0.21130910228501332,0.0045368342567186914,0.11784616463631181,44.38167786669238,0.025447511142495216,3472.944189653732,unique_below_threshold
60,1,0.20509235828440905,0.0,0.12467628344980142,44.37484774787889,0.023767607334889362,3520.8135672025383,unique_below_threshold
61,1,0.2122923788031223,0.005887294939569188,0.12288557983112014,44.37663845149757,0.025080329912768207,3568.3080016253516,unique_below_threshold
62,1,0.21806394897430537,0.010916046165498017,0.10909706909068007,44.39042696223801,0.025823150701121733,3621.0877532335,unique_below_threshold
63,1,0.22214161036479924,0.014680229999171956,0.12466649935757346,44.37485753197112,0.026136627018942704,3685.47857622616,unique_below_threshold
64,1,0.212330722196012,0.0065109333853712315,0.12540373629513368,44.374120295033556,0.02449503724569979,3748.457368628122,unique_below_threshold
65,1,0.21444477214667956,0.009416411095337196,0.1396807020556139,44.359843329273076,0.023703615086880347,3809.762776216492,unique_below_threshold
66,1,0.21300900432238035,0.007028327930548528,0.12413313165959039,44.3753908996691,0.02465593072347616,3876.901122512296,unique_below_threshold
67,1,0.21744900617835913,0.010237122307842128,0.12561338325154736,44.37391064807714,0.025887122677602292,3944.236787792295,unique_below_threshold
68,1,0.20915176594095966,0.0035007852717399146,0.1251241489089594,44.37439988241973,0.02432622970187026,4036.2927220901474,unique_below_threshold
69,1,0.1981214593168202,0.0,0.07444787117439944,44.42507616015429,0.016796724277156727,4101.367992886342,unique_below_threshold
70,1,0.2199124960325607,0.013882724858873985,0.10282376467175425,44.396700266656936,0.024705021300533758,4177.31287569087,unique_below_threshold
71,1,0.21629731623281553,0.010005042861621405,0.10368899198297754,44.39583503934571,0.02496752453521367,4252.293392484076,unique_below_threshold
72,1,0.20787545621253867,0.002511531978754533,0.0993199856957645,44.400204045632925,0.02403917411938039,4540.408169269562,unique_below_threshold
73,1,0.2151931047391737,0.009626362409683509,0.11084187235094589,44.388682158977744,0.02424199259558435,4601.254218991846,unique_below_threshold
74,1,0.20910985471915547,0.0028276934929039044,0.09971948983847767,44.39980454149021,0.024957409804230224,4667.985761554912,unique_below_threshold
75,1,0.19713885126593883,0.0,0.07446370964279225,44.4250603216859,0.015814110633272094,4731.741220279597,unique_below_threshold
76,1,0.19747585424339437,0.0,0.0763411733641135,44.423182857964576,0.016151108928937674,4795.437032608315,unique_below_threshold
77,1,0.2051043168440618,0.0002783509548294205,0.09962830084618446,44.399895730482505,0.023501222239190156,4846.854189434089,unique_below_threshold
78,1,0.2013933190161691,0.0,0.09526173378886682,44.40426229753982,0.020068571916709743,4902.180483866483,unique_below_threshold
79,1,0.2000482423107667,0.0,0.08274857961371396,44.416775451714976,0.018723499731066795,4960.615218997933,unique_below_threshold
80,1,0.20681941842545917,0.003109263476005708,0.08931182033488483,44.410212210993805,0.022385417395582863,5021.023271231912,unique_below_threshold
81,1,0.2142468750532016,0.008758618597823897,0.10798225766621528,44.391541773662475,0.024163511501086532,5085.412188644521,unique_below_threshold
82,1,0.20783159240162008,0.0023890850467367386,0.09153723069218245,44.40798680063651,0.02411776009267186,5148.650256103836,unique_below_threshold
83,1,0.20181878840895204,0.0,0.08771089905904006,44.41181313226965,0.020494042955306213,5212.791481431574,unique_below_threshold
84,1,0.204885947402906,0.00020808873242117443,0.09050064621052911,44.40902338511816,0.023353117697695325,5270.44560166169,unique_below_threshold
85,1,0.2053765652942426,0.0007057720962961866,0.08156575344703754,44.41795827788165,0.02334605566673531,5335.668151048012,unique_below_threshold
86,1,0.19447008489239265,0.0,0.07784962236559778,44.42167440896309,0.013145347693068743,5401.656638835557,unique_below_threshold
87,1,0.21543765234032702,0.010690874621630542,0.08909175876677722,44.41043227256191,0.023422040677942846,5455.783954798244,unique_below_threshold
88,1,0.20525728721165432,0.0001341319269911878,0.08616421196956026,44.41335981935913,0.02379841312855291,5509.452024959959,unique_below_threshold
89,1,0.20257407775132963,0.0,0.08458469424022752,44.41493933708846,0.021249339682753998,5564.042956342921,unique_below_threshold
90,1,0.19603747441704536,0.0,0.054242020767183874,44.445282010561506,0.014712743266045436,5619.9525974346325,unique_below_threshold
91,1,0.20462757586881755,0.0,0.07406223513029886,44.42546179619839,0.023302834324937294,5676.414838523604,unique_below_threshold
92,1,0.20226407663393559,0.0,0.07455699254283132,44.42496703878586,0.02093934060425795,5733.0877951914445,unique_below_threshold
93,1,0.20133740469895192,0.0,0.08364861207042651,44.41587541925826,0.020012658143883755,5783.211043520831,unique_below_threshold
94,1,0.19607920227737627,0.0,0.07039267224047308,44.42913135908822,0.014754463715320298,5834.986617753282,unique_below_threshold
95,1,0.21654695876621866,0.011752289557485085,0.0876729879812359,44.411851043347454,0.023469928802448692,5893.244479736313,unique_below_threshold
96,1,0.19463228860786597,0.0,0.06883849348301396,44.430685537845676,0.013307554949818723,5951.483986271545,unique_below_threshold
97,1,0.21853786172559428,0.012322198392048733,0.06673324705237604,44.432790784276314,0.024890918339728785,6008.175066318363,unique_below_threshold
