swept_variable,swept_dimension,target_dim,source1_dim,source2_dim,method,minimum_eigenvalue,redundancy,unique_source1,unique_source2,synergy,I(source1;target),I(source2;target),"I(source1,source2;target)",runtime_seconds,max_abs_diff_vs_eigen
target,350,350,50,55,gpid_tilde,0.20871215252207637,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,16.24463016493246,2.5587797694015535e-06
target,350,350,50,55,thin_pid,0.20871215252207637,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,9.808556342031807,2.5603897952919397e-06
target,350,350,50,55,eigen_pid,0.20871215252207637,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.299148207064718,0.0
target,360,360,50,55,gpid_tilde,0.2087121525220772,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,11.877039396902546,2.5587797694015535e-06
target,360,360,50,55,thin_pid,0.2087121525220772,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,10.39982212590985,2.5603897952919397e-06
target,360,360,50,55,eigen_pid,0.2087121525220772,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,0.8869976520072669,0.0
target,370,370,50,55,gpid_tilde,0.20871215252207875,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,17.80746147292666,2.5587797694015535e-06
target,370,370,50,55,thin_pid,0.20871215252207875,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,10.531816608039662,2.5603897952919397e-06
target,370,370,50,55,eigen_pid,0.20871215252207875,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.0910562449134886,0.0
target,380,380,50,55,gpid_tilde,0.20871215252207814,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,22.71243483084254,2.5587797694015535e-06
target,380,380,50,55,thin_pid,0.20871215252207814,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,10.727604730054736,2.5603897952919397e-06
target,380,380,50,55,eigen_pid,0.20871215252207814,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.023864403134212,0.0
target,390,390,50,55,gpid_tilde,0.2087121525220781,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,24.309070414863527,2.5587797694015535e-06
target,390,390,50,55,thin_pid,0.2087121525220781,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,10.946586173027754,2.5603897952919397e-06
target,390,390,50,55,eigen_pid,0.2087121525220781,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,0.893137987004593,0.0
