config_json,"{""all_runs_results_prefix"": ""seed_runs"", ""data_dir"": ""/mnt/data4tb/data_algonauts/"", ""fmri_dict_path"": ""/home/ohadshee/Desktop/Thesis_Ohad_Sheelo/encoding_model/fmri_dicts/subj1_fmri_dicts.joblib"", ""method"": ""ridge_cv"", ""mixing_dimension"": 50, ""n_f"": 500, ""n_s"": 7000, ""n_seeds"": 10000, ""parent_submission_dir"": ""/mnt/data4tb/data_algonauts/submissions"", ""path_to_load"": ""/home/ohadshee/Desktop/Thesis_Ohad_Sheelo/encoding_model/trained_models/roi_models/FBA-1_alexnet_features.8_subj01_1.pth/FBA-1_alexnet_features.8_subj01.pth_encoding_model.joblib"", ""progress_print_every"": 100, ""results_dir"": ""/home/ohadshee/Desktop/Thesis_Ohad_Sheelo/simulation_results/Suppresion_FBA_Encoding"", ""results_prefix"": ""seed_summary"", ""rng_seed"": ""np.random.Generator"", ""roi_name"": ""FBA-1"", ""seed_start"": 0, ""snr"": 10, ""subj"": 1, ""suppression_method"": ""permutate"", ""suppression_strength"": 0.5, ""test_name"": ""NoBiasCorrection-FBA-Encoding-suppresion_exp1""}"

seed,CA_R²_X1,CA_R²_X2,CA_R²_X12,CA_unique_X1,CA_unique_X2,CA_common,CA_unexplained,PID_red,PID_unq1,PID_unq2,PID_syn,I(M1;T),I(M2;T),"I(M1,M2;T)"
0,0.17148720303701656,-0.0040277702438963146,0.18345506198651618,0.18748283223041248,0.011967858949499616,-0.01599562919339592,0.8165449380134838,0.093126806613121,12.269092107035222,2.066415859872059,1.8711998292497842,12.362218913648343,2.1595426664851796,16.299834602770186
1,0.1657897370764942,-0.0050366961822477805,0.18119939119798567,0.18623608738023345,0.015409654121491478,-0.020446350303739258,0.8188006088020143,0.09048114853357525,12.0869560370976,2.0305988108267226,1.9882081083647307,12.177437185631176,2.121079959360297,16.19624410482263
2,0.1703863382237722,-0.003296268510510717,0.18274629623505598,0.18604256474556669,0.012359958011283784,-0.015656226521794492,0.817253703764944,0.09018809943231076,12.63633655303465,2.033803549854479,1.885770528921313,12.72652465246696,2.1239916492867894,16.646098731242752
3,0.18757445487317567,-0.00466724901896725,0.20178405444516892,0.20645130346413618,0.014209599571993248,-0.018876848590960504,0.7982159455548311,0.09564479849744956,12.170924402806964,2.0727893877930708,1.8858657890429011,12.266569201304414,2.168434186290521,16.225224378140386
4,0.19419417626815172,-0.0043985467154224744,0.20591036607455573,0.2103089127899782,0.011716189806404015,-0.01611473652182649,0.7940896339254443,0.09206764237529974,12.112581188435433,2.0608717730583663,1.8346567434322445,12.204648830810733,2.152939415433666,16.100177347301344
5,0.15426293075053316,-0.005249274687644388,0.16583974350630187,0.17108901819394626,0.011576812755768717,-0.0168260874434131,0.8341602564936981,0.08790129881620601,12.041034121584495,2.0835965586122818,1.9398315313199248,12.128935420400701,2.1714978574284878,16.152363510332908
6,0.1608478631170321,-0.0042237957360668765,0.16938918559254273,0.1736129813286096,0.008541322475510621,-0.012765118211577497,0.8306108144074573,0.08792172844015234,12.045998287477799,2.052019981860969,1.8062964995485302,12.133920015917951,2.139941710301121,15.99223649732745
7,0.17654105229635186,-0.004301729495759771,0.18525638315815404,0.1895581126539138,0.008715330861802179,-0.01301706035756195,0.8147436168418459,0.0951542950505413,12.175257270130297,2.066133370001957,1.8095821377702368,12.270411565180838,2.161287665052498,16.146127072953032
8,0.15770207653945767,-0.004076617941469346,0.16819370153429605,0.1722703194757654,0.010491624994838383,-0.014568242936307735,0.831806298465704,0.08808248576443134,12.273846969402136,2.0358693694727457,1.9005554745208677,12.361929455166567,2.1239518552371766,16.29835429916018
9,0.17584527562626864,-0.0037759489378843655,0.18622866759693718,0.19000461653482154,0.010383391970668537,-0.014159340908552892,0.8137713324030629,0.08656777126809168,12.037365630570264,2.088079136769249,1.9497924407863234,12.123933401838356,2.1746469080373414,16.161804979393928
10,0.1624901205349965,-0.0036180110755357595,0.1694701419486722,0.17308815302420794,0.00698002141367568,-0.010598032489211429,0.8305298580513278,0.0937288169101329,12.440900526472028,2.068611979490754,1.8031495175586905,12.53462934338216,2.1623407964008865,16.406390840431605
11,0.16289392111934858,-0.004439642925602036,0.1729935779186535,0.17743322084425553,0.010099656799304912,-0.014539299724906946,0.8270064220813464,0.09600141752937752,12.243077345217666,2.051748282999478,1.8630971527354863,12.339078762747043,2.1477497005288555,16.253924198482007
12,0.168036727957115,-0.0044343249306695405,0.18591939364208745,0.19035371857275699,0.01788266568497246,-0.02231699061564199,0.8140806063579126,0.09018687178995677,12.076410309230807,2.0629856391099626,1.9391095399588565,12.166597181020764,2.1531725108999193,16.168692360089583
13,0.16768828826956667,-0.0045790392740737585,0.1806494341812543,0.18522847345532806,0.012961145911687622,-0.017540185185761392,0.8193505658187457,0.08587279766501155,11.968458250999491,2.0626459397025716,1.8643115749126284,12.054331048664503,2.148518737367583,15.981288563279703
14,0.19650198247070289,-0.004376020553028827,0.20552858842611696,0.20990460897914578,0.009026605955414074,-0.0134026265084429,0.794471411573883,0.09403168864824885,12.228357645692373,2.0608082152261513,1.7665404610739444,12.322389334340622,2.1548399038744,16.149738010640718
15,0.16692272930980726,-0.004429594040124981,0.18033434222638828,0.18476393626651325,0.013411612916581023,-0.01784120695670599,0.8196656577736117,0.09338991190959689,11.921135327708178,2.045082594237332,1.7873520276550714,12.014525239617775,2.138472506146929,15.846959861510179
16,0.16881060050290259,-0.0033257139407500674,0.1832397864122306,0.18656550035298067,0.014429185909328013,-0.017754899850078082,0.8167602135877694,0.09398944811780652,12.307640363829815,2.0420387564867752,1.8637137440893916,12.401629811947622,2.1360282046045826,16.30738231252379
17,0.16164582651820253,-0.004554257589590268,0.1763749354169598,0.18092919300655008,0.014729108898757282,-0.019283366488347553,0.8236250645830402,0.09103826584548713,12.278570582542997,2.04621115688486,1.7857877282152526,12.369608848388484,2.1372494227303465,16.201607733488597
