example,sweep_variable,swept_dimension,target_dim,source1_dim,source2_dim,source1_gain,source2_gain,source1_noise_variance,source2_noise_variance,runtime_repeat,method,status,message,red,unq1,unq2,syn,bi_mi_1,bi_mi_2,tri_mi,identity_error_joint,identity_error_x1,identity_error_x2,runtime_seconds
all_atoms_positive,source1_dim,501,2,501,2,1.4142135623730951,1.4142135623730951,1.0,1.0,3,thin_pid,ok,,0.9999999999992384,0.29248125036133965,0.29248125036133965,0.41503739107596127,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,957.2115125821438
all_atoms_positive,source1_dim,501,2,501,2,1.4142135623730951,1.4142135623730951,1.0,1.0,4,thin_pid,ok,,0.9999999999992384,0.29248125036133965,0.29248125036133965,0.41503739107596127,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,952.4038877089042
all_atoms_positive,source1_dim,501,2,501,2,1.4142135623730951,1.4142135623730951,1.0,1.0,0,eigen_pid,ok,,0.9999999999999998,0.2924812503605783,0.29248125036057837,0.4150374992788435,1.292481250360578,1.292481250360578,2.0,0.0,-5.551115123125783e-17,-1.1102230246251565e-16,0.3966890329029411
all_atoms_positive,source1_dim,501,2,501,2,1.4142135623730951,1.4142135623730951,1.0,1.0,1,eigen_pid,ok,,0.9999999999999998,0.2924812503605783,0.29248125036057837,0.4150374992788435,1.292481250360578,1.292481250360578,2.0,0.0,-5.551115123125783e-17,-1.1102230246251565e-16,0.15834177611395717
all_atoms_positive,source1_dim,501,2,501,2,1.4142135623730951,1.4142135623730951,1.0,1.0,2,eigen_pid,ok,,0.9999999999999998,0.2924812503605783,0.29248125036057837,0.4150374992788435,1.292481250360578,1.292481250360578,2.0,0.0,-5.551115123125783e-17,-1.1102230246251565e-16,0.33162079798057675
all_atoms_positive,source1_dim,501,2,501,2,1.4142135623730951,1.4142135623730951,1.0,1.0,3,eigen_pid,ok,,0.9999999999999998,0.2924812503605783,0.29248125036057837,0.4150374992788435,1.292481250360578,1.292481250360578,2.0,0.0,-5.551115123125783e-17,-1.1102230246251565e-16,0.22863166499882936
all_atoms_positive,source1_dim,501,2,501,2,1.4142135623730951,1.4142135623730951,1.0,1.0,4,eigen_pid,ok,,0.9999999999999998,0.2924812503605783,0.29248125036057837,0.4150374992788435,1.292481250360578,1.292481250360578,2.0,0.0,-5.551115123125783e-17,-1.1102230246251565e-16,0.042285484028980136
all_atoms_positive,source1_dim,551,2,551,2,1.4142135623730951,1.4142135623730951,1.0,1.0,0,gpid_tilde,ok,,1.000000048070173,0.2924812022904051,0.2924812022904051,0.41503743914689584,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,1248.830977900885
all_atoms_positive,source1_dim,551,2,551,2,1.4142135623730951,1.4142135623730951,1.0,1.0,1,gpid_tilde,ok,,1.000000048070173,0.2924812022904051,0.2924812022904051,0.41503743914689584,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,1273.9507724831346
all_atoms_positive,source1_dim,551,2,551,2,1.4142135623730951,1.4142135623730951,1.0,1.0,2,gpid_tilde,ok,,1.000000048070173,0.2924812022904051,0.2924812022904051,0.41503743914689584,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,1253.0659854949918
