red,unq1,unq2,syn,bi_mi_1,bi_mi_2,tri_mi
7.26315623737977,0.0,0.0,4.99453791973497,7.26315623737977,7.26315623737977,12.25769415711474
7.20379176336,0.05980141187532784,0.05636019505070422,4.935739953691179,7.263593175235327,7.260151958410703,12.25569332397721
7.199644848958646,0.05737908776010325,0.059206104881501354,4.933008866220779,7.257023936718749,7.258850953840147,12.249238907821029
7.208615743989314,0.060555416908579573,0.05534598114957756,4.936544253303757,7.269171160897894,7.263961725138892,12.261061395351229
7.204377859122264,0.06361894850445715,0.050530062429682054,4.934228764954613,7.26799680762672,7.254907921551945,12.252755635011015
7.209423854596778,0.053501328891703004,0.06529747951587517,4.938970098465521,7.262925183488482,7.274721334112654,12.267192761469879
7.208129445161016,0.05820765816045714,0.05843907592665776,4.935746547879893,7.266337103321472,7.266568521087673,12.260522727128023
7.204689432635067,0.05270584176707871,0.06356589567089799,4.938106490307528,7.257395274402145,7.2682553283059645,12.259067660380571
7.197384415099583,0.0648014030686257,0.054283855282912796,4.932281091159288,7.262185818168209,7.251668270382496,12.24875076461041
7.209224604949886,0.05539887739697669,0.058400324097498846,4.940671481504395,7.264623482346861,7.2676249290473836,12.263695287948755
7.20562378194997,0.06091619965148265,0.0519011996412857,4.939599083685043,7.2665399816014515,7.257524981591255,12.25804026492778
7.201919427300671,0.05299095481350147,0.06587565970622666,4.9327568039271155,7.254910382114172,7.267795087006897,12.253542845747514
7.204422673465593,0.05511636239687867,0.06463288788361776,4.935128895025259,7.259539035862472,7.269055561349211,12.259300818771349
7.200730247909702,0.05116281741908857,0.06837435913267154,4.9332699135752875,7.251893065328789,7.269104607042372,12.253537338036748
7.203160750400529,0.05516268213175035,0.06120722894560782,4.936574750049501,7.258323432532279,7.264367979346137,12.256105411527388
7.204994059693561,0.05607102465751357,0.05503499797284217,4.938921837438196,7.261065084351075,7.2600290576664035,12.255021919762113
7.206412307217986,0.0553978187973172,0.055788707084094113,4.940745857009301,7.261810126015304,7.2622010143020805,12.258344690108698
7.202053347212694,0.05527386289851055,0.06080958220084565,4.934698672982322,7.257327210111205,7.26286292941354,12.252835465294373
7.2035026673541145,0.05326772860193696,0.060527950541202635,4.938168374926554,7.2567703959560514,7.264030617895317,12.255466721423808
7.2126814448316106,0.05425617106314462,0.05946800393169305,4.942022122304279,7.266937615894755,7.272149448763304,12.268427742130728
7.202680978360561,0.05615431696290418,0.06105594817506699,4.936766946394817,7.258835295323465,7.2637369265356275,12.256658189893349
