config_json,"{""all_runs_results_prefix"": ""seed_runs"", ""method"": ""ridge_cv"", ""n"": 10000, ""n_seeds"": 1000, ""p"": 100, ""progress_print_every"": 100, ""r_str"": 30, ""results_dir"": ""/home/ohadshee/Desktop/Thesis_Ohad_Sheelo/simulation_results/turned_off_unique"", ""results_prefix"": ""seed_summary"", ""seed_start"": 0, ""snr"": 10, ""test_name"": ""turned_off_unique"", ""u1_str"": 15, ""u2_str"": 2}"

seed,CA_R²_X1,CA_R²_X2,CA_R²_X12,CA_unique_X1,CA_unique_X2,CA_common,CA_unexplained,PID_red,PID_unq1,PID_unq2,PID_syn,I(M1;T),I(M2;T),"I(M1,M2;T)"
22,0.9864623151831518,0.7908882573670266,0.9864010534468209,0.19551279607979433,-6.126173633080878e-05,0.7909495191033574,0.013598946553179059,77.46153602712198,138.1656850168676,1.2969114342879777,0.0,215.62722104398958,78.75844746140996,216.92413247827756
23,0.9864501678595378,0.7905990507192423,0.9863845587405276,0.19578550802128525,-6.56091190102126e-05,0.7906646598382525,0.01361544125947245,77.414847191619,138.17763107490322,1.2808686108499785,0.0,215.59247826652222,78.69571580246897,216.8733468773722
24,0.9865029258571119,0.790915202222957,0.986447552546459,0.19553235032350202,-5.5373310652861996e-05,0.7909705755336097,0.013552447453541006,77.44939926591658,138.33812350195382,1.3158035958363712,2.842170943040401e-14,215.7875227678704,78.76520286175295,217.1033263637068
25,0.9864458806531167,0.7906584025078639,0.9863891132831545,0.19573071077529058,-5.676736996218512e-05,0.790715169877826,0.013610886716845516,77.39396852377345,138.1742543650275,1.313999767842688,2.842170943040401e-14,215.56822288880096,78.70796829161614,216.88222265664368
26,0.9864585539137236,0.7908842457904361,0.9864000091480459,0.19551576335760978,-5.854476567768163e-05,0.7909427905561138,0.013599990851954069,77.4592335901115,138.17046831063206,1.3079815795852028,-2.842170943040401e-14,215.62970190074356,78.7672151696967,216.93768348032873
27,0.9864662461524635,0.7903480876978134,0.9864028185866651,0.19605473088885172,-6.34275657983574e-05,0.7904115152636118,0.01359718141333488,77.35243743208034,138.30622075578898,1.288217779181025,0.0,215.65865818786932,78.64065521126136,216.94687596705035
28,0.9864597032525027,0.7905398150396628,0.9863954811100172,0.19585566607035443,-6.422214248547053e-05,0.7906040371821482,0.01360451888998282,77.38447945936713,138.24954854984992,1.2849188878742268,0.0,215.63402800921705,78.66939834724135,216.91894689709127
29,0.9864802761251497,0.790648730878764,0.9864194720442029,0.1957707411654389,-6.08040809467747e-05,0.7907095349597107,0.013580527955797117,77.40142242425895,138.28995467428092,1.2999830211257404,-2.842170943040401e-14,215.69137709853987,78.70140544538471,216.9913601196656
30,0.9864667906087685,0.7905723676475666,0.9864066912155656,0.195834323567999,-6.0099393202950324e-05,0.7906324670407694,0.013593308784434432,77.38595657724554,138.2629416708778,1.2995416505631852,5.684341886080802e-14,215.64889824812334,78.68549822780874,216.9484398986866
31,0.986440034446357,0.7907862261910465,0.9863811188413558,0.19559489265030927,-5.8915605001153004e-05,0.7908451417960476,0.01361888115864418,77.44248186393898,138.1156334835533,1.3054805830270197,-5.684341886080802e-14,215.55811534749228,78.747962446966,216.86359593051924
32,0.9864417675510966,0.7912016859436709,0.986381973826304,0.19518028788263309,-5.9793724792589487e-05,0.7912614796684634,0.013618026173696007,77.5338801543135,138.02290961940128,1.3024888068026428,-2.842170943040401e-14,215.55678977371477,78.83636896111612,216.85927858051738
33,0.9864590094099936,0.7903157580679965,0.986396792919984,0.19608103485198747,-6.221649000970331e-05,0.7903779745580062,0.013603207080016055,77.33165757170974,138.28925494690878,1.295086106783316,5.684341886080802e-14,215.62091251861852,78.62674367849304,216.9159986254019
34,0.9864741960801571,0.7908826466958555,0.9864099637369236,0.19552731704106807,-6.423234323349458e-05,0.7909468790390891,0.013590036263076422,77.49411983949258,138.1984758833232,1.2847139959631306,-5.684341886080802e-14,215.69259572281578,78.77883383545571,216.97730971877886
35,0.9864503952083095,0.7909120549831686,0.9863915129619852,0.1954794579788166,-5.888224632422112e-05,0.7909709372294927,0.01360848703801476,77.46041585305369,138.13542358645174,1.305338267872031,2.842170943040401e-14,215.59583943950543,78.7657541209257,216.90117770737749
36,0.9864648654155879,0.7907533755771147,0.9864008467885571,0.19564747121144244,-6.401862703075967e-05,0.7908173942041455,0.013599153211442894,77.44722186936741,138.21125870439505,1.2859138171183417,0.0,215.65848057376246,78.73313568648575,216.9443943908808
37,0.9864635574102598,0.7902943884279963,0.9863998741319139,0.19610548570391761,-6.368327834593845e-05,0.7903580717063422,0.013600125868086121,77.32813995693928,138.30549680928618,1.287771652997293,5.684341886080802e-14,215.63363676622546,78.61591160993657,216.92140841922281
38,0.986451142442254,0.7911727075714147,0.9863929335659181,0.1952202259945034,-5.8208876335896775e-05,0.7912309164477505,0.013607066434081938,77.52291507427537,138.06647974900415,1.308187875642119,-2.842170943040401e-14,215.58939482327952,78.83110294991748,216.8975826989216
39,0.9864323564082954,0.7900530106479906,0.9863743356502158,0.1963213250022252,-5.802075807959106e-05,0.7901110314060701,0.013625664349784183,77.26389921377691,138.26105244533957,1.308709606364033,0.0,215.52495165911648,78.57260882014094,216.83366126548052
40,0.9865091699061823,0.7910376644498601,0.9864482947169525,0.19541063026709238,-6.0875189229814275e-05,0.79109853963909,0.0135517052830475,77.49668292247011,138.29868757676383,1.298000458016162,-5.684341886080802e-14,215.79537049923394,78.79468338048628,217.09337095725004
41,0.9864780735124333,0.7901198328522295,0.9864208142522903,0.1963009814000608,-5.725926014299443e-05,0.7901770921123725,0.013579185747709666,77.27042358874758,138.42852540650193,1.3120487547025448,0.0,215.6989489952495,78.58247234345012,217.01099774995205
42,0.9864421074016922,0.7912060615272938,0.9863868125655506,0.19518075103825683,-5.5294836141639436e-05,0.7912613563634354,0.013613187434449392,77.5313265628441,138.03615996007582,1.3182842276884799,0.0,215.56748652291992,78.84961079053258,216.8857707506084
43,0.9864573104072801,0.7902540162561487,0.9863947040738765,0.19614068781772787,-6.260633340360311e-05,0.7903166225895524,0.013605295926123473,77.33144295477311,138.29746727804283,1.2919826581564848,2.842170943040401e-14,215.62891023281594,78.6234256129296,216.92089289097245
44,0.9864527944289659,0.79111415423247,0.9863954640352135,0.1952813098027435,-5.7330393752441644e-05,0.7911714846262223,0.013604535964786502,77.50086665090993,138.1043604506686,1.3107123297117198,2.842170943040401e-14,215.60522710157852,78.81157898062166,216.91593943129027
45,0.9864576225368807,0.790652177607257,0.9863980933592862,0.19574591575202915,-5.9529177594552785e-05,0.7907117067848517,0.013601906640713812,77.40000501079214,138.2048520676372,1.3022827099763106,2.842170943040401e-14,215.60485707842935,78.70228772076844,216.9071397884057
46,0.9864621661370281,0.7908011580499003,0.9864020729511558,0.19560091490125553,-6.0093185872300836e-05,0.7908612512357727,0.013597927048844216,77.44651395563235,138.18774886797897,1.3014472541524356,-5.684341886080802e-14,215.63426282361132,78.74796120978479,216.9357100777637
47,0.9864498401366849,0.7906569882465676,0.9863892859462863,0.19573229769971867,-6.0554190398631746e-05,0.7907175424369662,0.013610714053713724,77.41397952265649,138.18054575362834,1.2998789918897842,0.0,215.59452527628483,78.71385851454626,216.8944042681746
48,0.9863971446401539,0.7900465050874601,0.9863366635462428,0.19629015845878273,-6.0481093911102235e-05,0.7901069861813711,0.013663336453757169,77.26653115042933,138.12788159660175,1.3015820792166437,0.0,215.39441274703108,78.56811322964596,216.69599482624773
49,0.9864692639004528,0.7895754490247022,0.9864063478425942,0.19683089881789195,-6.291605785857524e-05,0.7896383650825609,0.013593652157405822,77.16666754984868,138.4944502640866,1.2903356599598794,2.842170943040401e-14,215.66111781393528,78.45700320980855,216.95145347389519
50,0.9864309434703691,0.7907470092108011,0.9863666999756426,0.19561969076484154,-6.424349472644586e-05,0.7908112527055275,0.013633300024357364,77.42161048039651,138.0864493987009,1.287139465077729,0.0,215.5080598790974,78.70874994547422,216.79519934417513
51,0.98642212727158,0.7906311177802846,0.9863638983426813,0.19573278056239674,-5.822892889861819e-05,0.7906893467091832,0.013636101657318656,77.40109039034274,138.09171782933237,1.3091348455053833,2.842170943040401e-14,215.4928082196751,78.71022523584811,216.80194306518052
52,0.9864738161200783,0.7904859976303488,0.986418163587044,0.19593216595669527,-5.565253303430051e-05,0.7905416501633832,0.013581836412955961,77.36677185857656,138.31350322242827,1.3170411441285808,2.842170943040401e-14,215.68027508100482,78.68381300270514,216.99731622513343
53,0.986440476781214,0.7903050743690392,0.9863822728955972,0.19607719852655803,-5.820388561683654e-05,0.790363278254656,0.013617727104402788,77.31345182595075,138.238105767795,1.3082425889445517,-2.842170943040401e-14,215.55155759374574,78.62169441489532,216.85980018269026
54,0.9864458458044199,0.7908248417117766,0.9863833040094739,0.19555846229769736,-6.254179494591394e-05,0.7908873835067226,0.013616695990526062,77.45491909212706,138.1188283706609,1.2918595386223615,2.842170943040401e-14,215.57374746278796,78.74677863074942,216.86560700141035
55,0.9864900262909184,0.7911836404930436,0.9864339535744684,0.19525031308142482,-5.607271645002854e-05,0.7912397132094935,0.013566046425531608,77.52448914144281,138.21646789531417,1.31744946261432,0.0,215.74095703675698,78.84193860405712,217.0584064993713
56,0.9864678376828047,0.7905492985802658,0.9864083957513817,0.19585909717111594,-5.944193142293219e-05,0.7906087405116887,0.013591604248618272,77.37502006344633,138.27767340576344,1.302324338464956,0.0,215.65269346920977,78.6773444019113,216.95501780767472
57,0.986440158354273,0.7904940635006582,0.9863780006110493,0.1958839371103911,-6.215774322371193e-05,0.7905562212438818,0.0136219993889507,77.37246049098292,138.17586691581454,1.2940425408880287,2.842170943040401e-14,215.54832740679745,78.66650303187095,216.8423699476855
58,0.9864762264950048,0.7904210738611538,0.9864173870623199,0.19599631320116606,-5.8839432684920645e-05,0.7904799132938387,0.01358261293768015,77.34802792619305,138.3345170961167,1.3053101584800686,-5.684341886080802e-14,215.68254502230977,78.65333808467312,216.98785518078978
59,0.9864439686640665,0.7905044688369466,0.9863839773765484,0.1958795085396018,-5.99912875181019e-05,0.7905644601244648,0.013616022623451629,77.37757896665471,138.20308195462792,1.3042616975211274,5.684341886080802e-14,215.58066092128263,78.68184066417584,216.8849226188038
60,0.9864699758653823,0.7901254791267006,0.9864100405999006,0.19628456147319995,-5.993526548175865e-05,0.7901854143921825,0.013589959400099438,77.28652220428879,138.38413003262517,1.3012392473203533,2.842170943040401e-14,215.67065223691395,78.58776145160914,216.97189148423433
61,0.9864589518031202,0.7897240373387406,0.9863978603418445,0.19667382300310388,-6.109146127564191e-05,0.7897851288000163,0.013602139658155488,77.18980988555867,138.43987170895485,1.2970877776049008,0.0,215.62968159451353,78.48689766316356,216.92676937211843
62,0.9864532115681566,0.7898167617742593,0.9863990975493323,0.196582335775073,-5.411401882426947e-05,0.7898708757930836,0.013600902450667696,77.18564668775565,138.4199844907668,1.3228384200905055,-2.842170943040401e-14,215.60563117852246,78.50848510784617,216.92846959861293
63,0.9864438017197611,0.7909403592773916,0.9863890108662337,0.19544865158884206,-5.4790853527442174e-05,0.7909951501309189,0.013610989133766349,77.45647180737015,138.11668890856578,1.3212009830942293,2.842170943040401e-14,215.57316071593593,78.77767279046438,216.89436169903018
64,0.9864358433407178,0.7907191893016439,0.9863773209103032,0.1956581316086593,-5.852243041459815e-05,0.7907777117320586,0.013622679089696832,77.41991709535344,138.12564272920372,1.3075400652018914,0.0,215.54555982455716,78.72745716055532,216.85309988975905
65,0.9864852369860444,0.7902785133078656,0.9864261216458483,0.19614760833798273,-5.911534019609199e-05,0.7903376286480617,0.013573878354151692,77.31287910657414,138.42040958317068,1.304338868024331,0.0,215.73328868974482,78.61721797459847,217.03762755776916
66,0.9864690661328173,0.7914698475145456,0.9864089590717812,0.19493911155723553,-6.010706103609653e-05,0.7915299545755817,0.013591040928218834,77.62465439587135,138.05947480603263,1.2994517965479702,-5.684341886080802e-14,215.68412920190397,78.92410619241932,216.98358099845188
67,0.9864747685846205,0.7901944261755353,0.9864138748539153,0.19621944867838004,-6.0893730705169347e-05,0.7902553199062403,0.013586125146084704,77.30167414798441,138.36539402593158,1.2970186520424818,-2.842170943040401e-14,215.667068173916,78.5986928000269,216.96408682595845
68,0.9864195249203774,0.7904317242436452,0.9863594781368993,0.19592775389325412,-6.004678347815151e-05,0.7904917710271232,0.013640521863100719,77.34843268813427,138.13567053348567,1.3026784548054309,2.842170943040401e-14,215.48410322161993,78.6511111429397,216.7867816764254
69,0.9864385767081187,0.7898406550613558,0.9863801554220925,0.19653950036073664,-5.842128602628893e-05,0.789899076347382,0.013619844577907547,77.2062229627112,138.34967644567752,1.3061509011664043,0.0,215.5558994083887,78.51237386387758,216.86205030955512
70,0.9864793090006162,0.7903618514007344,0.9864183587928393,0.1960565073921049,-6.0950207776855336e-05,0.7904228016085112,0.013581641207160655,77.32613609501433,138.36882756265436,1.297109460757241,-2.842170943040401e-14,215.6949636576687,78.62324555577158,216.9920731184259
71,0.9864560149708649,0.7901656105150165,0.9863988306264456,0.19623322011142907,-5.718434441925879e-05,0.7902227948594357,0.013601169373554378,77.27198893886634,138.33643385971288,1.3127191648944176,2.842170943040401e-14,215.60842279857923,78.58470810376076,216.92114196347367
72,0.9864640576000946,0.7908015000152173,0.986406189410629,0.19560468939541165,-5.786818946562633e-05,0.790859368204683,0.013593810589371036,77.4334089414613,138.19997009157765,1.3102060567817944,0.0,215.63337903303895,78.74361499824309,216.94358508982074
73,0.9864958136193589,0.7914743777826619,0.9864346976001478,0.19496031981748585,-6.111601921110488e-05,0.7915354938018729,0.013565302399852208,77.60287435633938,138.1548236088263,1.2976205529625418,-5.684341886080802e-14,215.75769796516568,78.90049490930191,217.05531851812816
74,0.9864541048770696,0.7907971408252894,0.986395224092291,0.19559808326700157,-5.888078477866987e-05,0.7908560216100681,0.013604775907709032,77.4258663943715,138.18085655741362,1.3061627244686065,-5.684341886080802e-14,215.60672295178512,78.7320291188401,216.91288567625367
75,0.9864290613247598,0.790601068250699,0.986371443875421,0.195770375624722,-5.761744933885371e-05,0.7906586857000377,0.013628556124579028,77.3910787322504,138.1365178713401,1.3108001313464115,0.0,215.5275966035905,78.70187886359682,216.8383967349369
76,0.9864958405003409,0.7906407533964233,0.9864360483772804,0.19579529498085713,-5.9792123060509184e-05,0.7907005455194839,0.013563951622719617,77.4125011895124,138.35441242514733,1.3028150982022737,-5.684341886080802e-14,215.76691361465973,78.71531628771467,217.06972871286195
77,0.9864639233081114,0.790743470748994,0.9864062646706797,0.19566279392168573,-5.765863743167898e-05,0.7908011293864257,0.013593735329320289,77.41449663236804,138.22304315203968,1.3093805544565669,0.0,215.63753978440772,78.7238771868246,216.9469203388643
78,0.9864453523556291,0.7908072780465968,0.9863898305560146,0.1955825525094178,-5.5521799614544065e-05,0.7908627998462112,0.01361016944398541,77.43553445816423,138.1377246100508,1.3181448753206553,2.842170943040401e-14,215.57325906821504,78.75367933348488,216.89140394353572
79,0.9864605336013434,0.7904053678456606,0.9864027949010115,0.19599742705535084,-5.773870033198847e-05,0.7904631065459926,0.01359720509898854,77.34052362046353,138.2920754213572,1.3102054096358984,0.0,215.63259904182073,78.65072903009943,216.94280445145662
80,0.986476574508402,0.7906028624323405,0.9864171803928466,0.1958143179605062,-5.939411555533347e-05,0.7906622565478957,0.013582819607153351,77.39316188000464,138.29352386715425,1.305067741161622,-2.842170943040401e-14,215.6866857471589,78.69822962116625,216.99175348832048
81,0.9864463183030634,0.7909675058139162,0.9863845286533247,0.19541702283940854,-6.178964973868606e-05,0.791029295463655,0.01361547134667529,77.4845403825872,138.0814743307222,1.2945451907480106,-2.842170943040401e-14,215.5660147133094,78.77908557333522,216.86055990405737
82,0.9864623404426406,0.7908303987480965,0.9864000361503017,0.19556963740220523,-6.230429233888835e-05,0.7908927030404355,0.013599963849698304,77.46772333256001,138.17601987000415,1.2933744336332609,2.842170943040401e-14,215.64374320256417,78.76109776619329,216.93711763619746
83,0.9864977354911832,0.7908726276701614,0.9864376671197208,0.19556503944955939,-6.0068371462440595e-05,0.7909326960416239,0.013562332880279193,77.44446759518317,138.31807110819483,1.3019338786578203,0.0,215.762538703378,78.74640147384099,217.06447258203582
84,0.9864799819847043,0.7909982395928082,0.9864204580687799,0.19542221847597163,-5.9523915924453163e-05,0.7910577635087328,0.01357954193122013,77.494562527229,138.20093064757486,1.3027658640854725,0.0,215.69549317480386,78.79732839131447,216.99825903888933
85,0.986426266313705,0.7902288959308978,0.9863673256841058,0.19613842975320794,-5.894062959921342e-05,0.7902878365604972,0.013632674315894211,77.28498915432732,138.20926670811127,1.3071732637193065,2.842170943040401e-14,215.4942558624386,78.59216241804661,216.80142912615793
86,0.9864412334739154,0.7903518401445857,0.9863820438882002,0.19603020374361446,-5.918958571526911e-05,0.790411029730301,0.013617956111799834,77.3354975074293,138.2176522670114,1.3028053721295692,0.0,215.5531497744407,78.63830287955886,216.85595514657027
87,0.9864253720273268,0.7911232406072792,0.9863619369421915,0.1952386963349123,-6.343508513528828e-05,0.7911866756924145,0.013638063057808458,77.52447155635198,137.96519788549287,1.28828580461186,-2.842170943040401e-14,215.48966944184485,78.81275736096384,216.77795524645668
88,0.9864925625103602,0.790378707853129,0.986432499922604,0.19605379206947493,-6.0062587756259944e-05,0.7904387704408853,0.013567500077396044,77.35184905819185,138.39899523125493,1.2990894688068408,-8.526512829121202e-14,215.75084428944677,78.65093852699869,217.04993375825353
89,0.9864498488450387,0.7906370763300647,0.9863878042441603,0.19575072791409553,-6.204460087844144e-05,0.7906991209309431,0.013612195755839718,77.4223151154788,138.16875287742397,1.292130433235826,2.842170943040401e-14,215.59106799290277,78.71444554871461,216.88319842613862
90,0.986384475528707,0.7901959191000262,0.9863262715211993,0.19613035242117316,-5.82040075076673e-05,0.790254123107534,0.013673728478800662,77.29654135498566,138.04527710398787,1.3080159164886993,2.842170943040401e-14,215.34181845897353,78.60455727147438,216.64983437546226
91,0.9864715866049232,0.7907795137075573,0.9864081461923946,0.1956286324848373,-6.344041252859256e-05,0.7908429541200859,0.013591853807605414,77.44251277508633,138.22574360111287,1.286621392375423,0.0,215.6682563761992,78.72913416746177,216.95487776857462
92,0.9864518857854725,0.7901213822291057,0.9863941222286852,0.1962727399995795,-5.776355678732692e-05,0.7901791457858929,0.013605877771314834,77.27192505345812,138.32827003687504,1.3085394786650397,2.842170943040401e-14,215.60019509033316,78.58046453212316,216.90873456899823
93,0.9864152185766119,0.7900773873132857,0.9863583639071105,0.19628097659382482,-5.685466950133833e-05,0.790134241982787,0.013641636092889486,77.26085469695161,138.19642482766335,1.3121292078318163,0.0,215.45727952461496,78.57298390478341,216.76940873244678
94,0.9864453350020205,0.7905045889651673,0.9863883052020292,0.19588371623686196,-5.702979999122615e-05,0.7905616187651585,0.013611694797970753,77.34290623347613,138.21345238205362,1.3150915619144712,-2.842170943040401e-14,215.55635861552975,78.6579977953906,216.8714501774442
95,0.9864248945563752,0.7906223797424815,0.9863688371493659,0.19574645740688434,-5.605740700931339e-05,0.7906784371494907,0.013631162850634149,77.3817549808831,138.10696123141366,1.3161135785308034,-2.842170943040401e-14,215.48871621229677,78.6978685594139,216.80482979082754
96,0.9864421737564534,0.7903497956313711,0.9863807047511471,0.19603090911977605,-6.146900530623611e-05,0.7904112646366773,0.013619295248852858,77.33464317944254,138.23492758833515,1.2959639397356852,-2.842170943040401e-14,215.5695707677777,78.63060711917822,216.86553470751335
97,0.986435818374374,0.790547819955865,0.9863733887046213,0.19582556874875634,-6.242966975267272e-05,0.7906102496256175,0.013626611295378677,77.3888198651907,138.1500535005788,1.2932581253866715,-5.684341886080802e-14,215.5388733657695,78.68207799057737,216.8321314911561
98,0.9864434074547174,0.790551789229748,0.986382847993937,0.19583105876418905,-6.0559460780318375e-05,0.7906123486905284,0.01361715200606295,77.37693304302914,138.1977808530973,1.3006264251524158,-2.842170943040401e-14,215.57471389612644,78.67755946818156,216.87534032127883
99,0.9864304068325619,0.7909211834763218,0.9863754953019992,0.1954543118256774,-5.491153056269571e-05,0.7909760950068845,0.013624504698000806,77.45838853982809,138.07188181834277,1.321085108557071,-2.842170943040401e-14,215.53027035817087,78.77947364838515,216.8513554667279
100,0.9864099408948396,0.7897498726505837,0.9863487259490819,0.19659885329849813,-6.121494575772601e-05,0.7898110875963414,0.01365127405091815,77.19218970858373,138.2428983644428,1.297991456887928,-2.842170943040401e-14,215.43508807302652,78.49018116547165,216.73307952991442
101,0.9864805833485748,0.7908201124130084,0.986422813998707,0.1956027015856986,-5.77693498677867e-05,0.7908778817628763,0.013577186001292985,77.4311402156655,138.28226293923416,1.3114521703386401,0.0,215.71340315489965,78.74259238600415,217.0248553252383
102,0.9864173636775017,0.7905602996239766,0.9863512310101082,0.19579093138613168,-6.613266739341483e-05,0.79062643229137,0.013648768989891757,77.41613559414574,138.0646245224911,1.2812143195031638,0.0,215.48076011663684,78.69734991364892,216.76197443614
