model_1,model_2,layer_1,layer_2,subj_id,n_samples,n_components_source_1,n_components_source_2,n_components_target,pid_method,rng_seed,bias_correction,red,unq1,unq2,syn,bi_mi_1,bi_mi_2,tri_mi
levit_128_classification,coat_lite_tiny_classification,181,219,,1000,50,50,50,thin,56,True,7.198728162589863,0.0,0.5732927468893134,0.9142478664051348,7.198728162589863,7.772020909479177,8.686268775884312
levit_128_classification,visformer_small_classification,181,163,,1000,50,50,50,thin,56,True,7.198728162589863,0.0,0.34162118557851606,1.0245162719712537,7.198728162589863,7.540349348168379,8.564865620139633
levit_128_classification,convit_base_classification,181,201,,1000,50,50,50,thin,56,True,7.030203064897655,0.1685250976922088,0.2595630786407348,1.0857374615391722,7.198728162589863,7.289766143538389,8.54402870276977
levit_128_classification,RN50_clip,181,179,,1000,50,50,50,thin,56,True,7.198728162589864,0.0,0.8704218405235986,0.9159340872557085,7.198728162589863,8.069150003113462,8.98508409036917
levit_128_classification,RN101_clip,181,366,,1000,50,50,50,thin,56,True,7.1689719198953465,0.02975624269451682,0.6836294353995944,1.1300844465497413,7.198728162589863,7.852601355294941,9.012442044539199
levit_128_classification,ResNet50-SimCLR_selfsupervised,181,162,,1000,50,50,50,thin,56,True,7.138162699887187,0.0605654627026766,0.2494612002049763,1.1056821100479288,7.198728162589863,7.387623900092163,8.553871472842768
levit_128_classification,ResNet50-DeepClusterV2-2x224_selfsupervised,181,162,,1000,50,50,50,thin,56,True,7.198728162589863,0.0,0.16527062592257735,1.0964636129438814,7.198728162589863,7.363998788512441,8.460462401456322
levit_128_classification,ResNet50-SwAV-BS4096-2x224_selfsupervised,181,165,,1000,50,50,50,thin,56,True,7.155310517754858,0.04341764483500565,0.0023035289032842243,1.011953970194627,7.198728162589863,7.157614046658142,8.212985661687775
levit_128_classification,ResNet50-PIRL_selfsupervised,181,165,,1000,50,50,50,thin,56,True,6.64453831598786,0.5541898466020037,0.0,0.9842888951552462,7.198728162589863,6.64453831598786,8.18301705774511
levit_128_classification,ResNet50-ClusterFit-16K-RotNet_selfsupervised,181,160,,1000,50,50,50,thin,56,True,6.277369985593611,0.921358176996252,0.0,0.7753341768446669,7.198728162589863,6.277369985593611,7.97406233943453
levit_128_classification,ResNet50-MoCoV2-BS256_selfsupervised,181,155,,1000,50,50,50,thin,56,True,6.818424815254016,0.3803033473358477,0.25792903527603084,1.0069285141463507,7.198728162589863,7.0763538505300465,8.463585712012245
levit_128_classification,nf_resnet50_classification,181,141,,1000,50,50,50,thin,56,True,6.5535301946561955,0.6451979679336679,0.07909010116310444,1.1215996752572899,7.198728162589863,6.6326202958193,8.399417939010258
levit_128_classification,hardcorenas_f_classification,181,294,,1000,50,50,50,thin,56,True,6.751510954636771,0.4472172079530923,0.18808514396620968,1.0779336789771445,7.198728162589863,6.939596098602981,8.464746985533218
levit_128_classification,eca_nfnet_l0_classification,181,134,,1000,50,50,50,thin,56,True,7.1987281625898625,0.0,1.158729652428213,0.8195758198191321,7.198728162589863,8.357457815018076,9.177033634837208
levit_128_classification,resnet50_classification,181,156,,1000,50,50,50,thin,56,True,6.966657149925722,0.2320710126641412,0.0,1.0893749611841033,7.198728162589863,6.966657149925722,8.288103123773967
