model_1,model_2,layer_1,layer_2,subj_id,n_samples,n_components_source_1,n_components_source_2,n_components_target,pid_method,rng_seed,bias_correction,red,unq1,unq2,syn,bi_mi_1,bi_mi_2,tri_mi
levit_128_classification,coat_lite_tiny_classification,181,219,,1000,30,30,30,thin,56,True,5.311613546230035,0.0313754823322423,0.43861186229878335,0.5138572240038188,5.342989028562277,5.750225408528818,6.295458114864879
levit_128_classification,visformer_small_classification,181,163,,1000,30,30,30,thin,56,True,5.260041857041578,0.08294717152069797,0.3618946117679247,0.5249143155384566,5.342989028562277,5.621936468809504,6.2297979558686585
levit_128_classification,convit_base_classification,181,201,,1000,30,30,30,thin,56,True,5.128679174226507,0.2143098543357711,0.32565628600094243,0.5581162452706838,5.342989028562277,5.4543354602274485,6.2267615598339034
levit_128_classification,RN50_clip,181,179,,1000,30,30,30,thin,56,True,5.227584053212501,0.11540497534977501,0.506074809425634,0.5839317650832498,5.342989028562277,5.733658862638136,6.432995603071161
levit_128_classification,RN101_clip,181,366,,1000,30,30,30,thin,56,True,5.159067875164887,0.18392115339739057,0.49480858186676,0.6686749512634078,5.342989028562277,5.653876457031647,6.506472561692445
levit_128_classification,ResNet50-SimCLR_selfsupervised,181,162,,1000,30,30,30,thin,56,True,5.0872253111683685,0.2557637173939078,0.2257040328299036,0.5228973957111087,5.342989028562277,5.312929343998273,6.0915904571032895
levit_128_classification,ResNet50-DeepClusterV2-2x224_selfsupervised,181,162,,1000,30,30,30,thin,56,True,5.239703871961019,0.10328515660125781,0.27566972636110165,0.5609403957819206,5.342989028562277,5.515373598322121,6.179599150705299
levit_128_classification,ResNet50-SwAV-BS4096-2x224_selfsupervised,181,165,,1000,30,30,30,thin,56,True,5.142189465961898,0.20079956260037957,0.13145784927524762,0.5503406742016406,5.342989028562277,5.273647315237145,6.024787552039165
levit_128_classification,ResNet50-PIRL_selfsupervised,181,165,,1000,30,30,30,thin,56,True,4.81486623672992,0.5281227918323568,0.07436632251340658,0.5865209421218927,5.342989028562277,4.889232559243327,6.003876293197576
levit_128_classification,ResNet50-ClusterFit-16K-RotNet_selfsupervised,181,160,,1000,30,30,30,thin,56,True,4.3574024561410365,0.9855865724212407,0.0,0.4961383918148021,5.342989028562277,4.3574024561410365,5.839127420377079
levit_128_classification,ResNet50-MoCoV2-BS256_selfsupervised,181,155,,1000,30,30,30,thin,56,True,4.890060291060413,0.452928737501864,0.1961571876908348,0.5436273223096046,5.342989028562277,5.086217478751248,6.082773538562717
levit_128_classification,nf_resnet50_classification,181,141,,1000,30,30,30,thin,56,True,4.450623086417586,0.8923659421446901,0.09604250241014434,0.6174124489244628,5.342989028562277,4.546665588827731,6.056443979896884
levit_128_classification,hardcorenas_f_classification,181,294,,1000,30,30,30,thin,56,True,4.7268606028368,0.6161284257254778,0.26798669243288753,0.6026553327325566,5.342989028562277,4.994847295269687,6.213631053727721
levit_128_classification,eca_nfnet_l0_classification,181,134,,1000,30,30,30,thin,56,True,5.342989028562277,0.0,0.8707635530991809,0.5251518335629513,5.342989028562277,6.213752581661458,6.738904415224409
levit_128_classification,resnet50_classification,181,156,,1000,30,30,30,thin,56,True,5.019609676952368,0.32337935160991016,0.09411003854114686,0.6056027082426603,5.342989028562277,5.113719715493514,6.042701775346084
levit_128_classification,semnasnet_100_classification,181,270,,1000,30,30,30,thin,56,True,4.905754204950075,0.43723482361220345,0.09558669095823014,0.5962417995577889,5.342989028562277,5.001340895908304,6.034817519078296
